Transaction_ID,Customer_ID,Amount,Payment_Method,Bank_Name,Response_Code,Response_Message,Retry_Count,Transaction_Time,Retry_Time,Final_Status,Failure_Type,Revenue_Lost,Day_of_Week,Hour,Month,Week_Number,Year,Retry_Delay_Minutes,Days_Since_Transaction
TXN102155,C1659,18176.0,debit card,canara,12.0,insufficient funds,1.0,2026-05-03 09:10:00,2026-05-03 09:24:00,success,permanent,0,Sunday,9,May,18,2026,14.0,92
TXN102156,C3010,10252.0,debit card,indusind,96.0,expired card,3.0,2026-11-07 15:16:00,2026-01-05 19:38:00,success,permanent,0,Saturday,15,November,45,2026,-440378.0,-97
TXN102157,C9590,41170.0,upi,pnb,51.0,expired card,4.0,2026-12-28 03:47:00,2026-12-28 04:14:00,success,permanent,0,Monday,3,December,53,2026,27.0,-147
TXN102158,C2733,26939.0,wallet,hdfc,0.0,network error,3.0,2026-08-14 15:49:00,2026-08-14 16:42:00,success,permanent,0,Friday,15,August,33,2026,53.0,-12
TXN102159,C3125,30310.0,wallet,hdfc,96.0,response timeout,2.0,2026-09-19 19:20:00,2026-09-19 19:31:00,success,permanent,0,Saturday,19,September,38,2026,11.0,-48
TXN102160,C3171,64967.0,net banking,icici,51.0,system error,1.0,2026-02-27 07:03:00,2026-02-27 07:36:00,success,permanent,0,Friday,7,February,9,2026,33.0,157
TXN102161,C9266,45213.0,debit card,indusind,55.0,expired card,0.0,2026-07-22 01:01:00,2026-01-05 19:38:00,success,permanent,0,Wednesday,1,July,30,2026,-284003.0,12
TXN102162,C4471,3548.0,upi,axis,8.0,card declined,0.0,2026-12-05 22:38:00,2026-01-05 19:38:00,success,permanent,0,Saturday,22,December,49,2026,-481140.0,-125
TXN102163,C6624,59406.0,wallet,icici,0.0,expired card,4.0,2026-09-04 02:08:00,2026-01-05 19:38:00,success,permanent,0,Friday,2,September,36,2026,-347430.0,-32
TXN102164,C9691,27925.0,net banking,yes bank,51.0,approved,0.0,2026-08-28 06:45:00,2026-01-05 19:38:00,success,permanent,0,Friday,6,August,35,2026,-337627.0,-25
TXN102165,C9329,90536.0,wallet,canara,51.0,network error,0.0,2026-03-17 11:59:00,2026-01-05 19:38:00,success,permanent,0,Tuesday,11,March,12,2026,-101781.0,138
TXN102166,C3097,62902.0,debit card,canara,8.0,response timeout,3.0,2026-06-16 04:07:00,2026-06-16 04:19:00,success,permanent,0,Tuesday,4,June,25,2026,12.0,48
TXN102167,C6068,90407.0,credit card,bob,68.0,invalid amount,2.0,2026-04-16 18:21:00,2026-04-16 18:42:00,success,permanent,0,Thursday,18,April,16,2026,21.0,108
TXN102168,C7397,12457.0,credit card,icici,12.0,expired card,3.0,2026-06-28 08:49:00,2026-06-28 09:27:00,failed,permanent,0,Sunday,8,June,26,2026,38.0,36
TXN102169,C3757,50105.0,upi,yes bank,51.0,invalid amount,4.0,2026-07-06 11:31:00,2026-07-06 11:49:00,success,permanent,0,Monday,11,July,28,2026,18.0,27
TXN102170,C4920,6337.0,wallet,bob,68.0,invalid amount,1.0,2026-04-16 21:37:00,2026-04-16 22:14:00,success,permanent,0,Thursday,21,April,16,2026,37.0,108
TXN102171,C9186,26852.0,credit card,indusind,55.0,system error,4.0,2026-10-31 03:27:00,2026-10-31 03:47:00,success,permanent,0,Saturday,3,October,44,2026,20.0,-89
TXN102172,C2900,75142.0,net banking,bob,0.0,system error,3.0,2026-08-30 18:17:00,2026-08-30 18:53:00,success,permanent,0,Sunday,18,August,35,2026,36.0,-28
TXN102173,C3610,43548.0,net banking,icici,8.0,response timeout,4.0,2026-12-30 19:09:00,2026-12-30 19:53:00,success,permanent,0,Wednesday,19,December,53,2026,44.0,-150
TXN102174,C7900,76032.0,upi,bob,54.0,card declined,4.0,2026-08-20 14:33:00,2026-08-20 14:35:00,success,permanent,0,Thursday,14,August,34,2026,2.0,-18
TXN102175,C2449,16525.0,credit card,canara,54.0,invalid amount,1.0,2026-06-16 19:37:00,2026-01-05 19:38:00,failed,permanent,0,Tuesday,19,June,25,2026,-233279.0,47
TXN102176,C9738,43416.0,debit card,pnb,51.0,invalid amount,2.0,2026-02-18 22:54:00,2026-02-18 23:02:00,success,permanent,0,Wednesday,22,February,8,2026,8.0,165
TXN102177,C6017,9679.0,wallet,pnb,96.0,network error,1.0,2026-04-25 05:41:00,2026-04-25 05:54:00,success,permanent,0,Saturday,5,April,17,2026,13.0,100
TXN102178,C8999,24233.0,upi,canara,55.0,invalid amount,0.0,2026-10-07 07:57:00,2026-01-05 19:38:00,success,permanent,0,Wednesday,7,October,41,2026,-395299.0,-65
TXN102179,C7052,99923.0,upi,yes bank,96.0,system error,2.0,2026-04-28 16:01:00,2026-01-05 19:38:00,success,permanent,0,Tuesday,16,April,18,2026,-162503.0,96
TXN102180,C3096,78955.0,credit card,icici,96.0,system error,3.0,2026-11-03 18:35:00,2026-11-03 18:53:00,success,permanent,0,Tuesday,18,November,45,2026,18.0,-93
TXN102181,C9895,42654.0,net banking,axis,54.0,expired card,0.0,2026-10-23 07:06:00,2026-01-05 19:38:00,success,permanent,0,Friday,7,October,43,2026,-418288.0,-81
TXN102182,C7404,87206.0,wallet,bob,68.0,insufficient funds,1.0,2026-11-23 03:24:00,2026-11-23 03:38:00,success,permanent,0,Monday,3,November,48,2026,14.0,-112
TXN102183,C4331,72626.0,net banking,axis,0.0,network error,4.0,2026-02-28 05:17:00,2026-01-05 19:38:00,success,permanent,0,Saturday,5,February,9,2026,-76899.0,156
TXN102184,C8462,17901.0,wallet,icici,8.0,approved,2.0,2026-08-23 14:20:00,2026-08-23 14:39:00,success,permanent,0,Sunday,14,August,34,2026,19.0,-21
TXN102185,C6105,45667.0,wallet,axis,54.0,expired card,2.0,2026-05-24 22:43:00,2026-05-24 23:32:00,success,permanent,0,Sunday,22,May,21,2026,49.0,70
TXN102186,C3978,95083.0,upi,pnb,51.0,expired card,1.0,2026-01-24 10:06:00,2026-01-24 10:43:00,success,permanent,0,Saturday,10,January,4,2026,37.0,190
TXN102187,C3839,7147.0,wallet,hdfc,12.0,approved,4.0,2026-06-19 02:36:00,2026-06-19 03:21:00,success,permanent,0,Friday,2,June,25,2026,45.0,45
TXN102188,C4384,22006.0,net banking,yes bank,12.0,response timeout,2.0,2026-05-07 08:21:00,2026-05-07 09:03:00,success,permanent,0,Thursday,8,May,19,2026,42.0,88
TXN102189,C1685,2556.0,net banking,bob,8.0,insufficient funds,3.0,2026-01-26 03:53:00,2026-01-26 04:35:00,success,permanent,0,Monday,3,January,5,2026,42.0,189
TXN102190,C8531,29828.0,wallet,pnb,51.0,system error,0.0,2026-09-29 16:18:00,2026-01-05 19:38:00,success,permanent,0,Tuesday,16,September,40,2026,-384280.0,-58
TXN102191,C5283,43271.0,wallet,axis,68.0,response timeout,1.0,2026-09-01 14:06:00,2026-09-01 15:00:00,success,permanent,0,Tuesday,14,September,36,2026,54.0,-30
TXN102192,C8736,47015.0,debit card,icici,96.0,approved,3.0,2026-03-07 22:58:00,2026-03-07 23:03:00,success,permanent,0,Saturday,22,March,10,2026,5.0,148
TXN102193,C8710,79478.0,upi,hdfc,54.0,invalid amount,2.0,2026-09-11 07:44:00,2026-01-05 19:38:00,success,permanent,0,Friday,7,September,37,2026,-357846.0,-39
TXN102194,C2619,50105.0,wallet,bob,51.0,expired card,2.0,2026-08-03 07:55:00,2026-08-03 07:57:00,failed,permanent,0,Monday,7,August,32,2026,2.0,0
TXN102195,C7868,89932.0,wallet,yes bank,12.0,approved,4.0,2026-05-09 16:38:00,2026-05-09 16:56:00,success,permanent,0,Saturday,16,May,19,2026,18.0,85
TXN102196,C2431,18788.0,wallet,indusind,51.0,card declined,2.0,2026-01-08 20:49:00,2026-01-08 21:43:00,success,permanent,0,Thursday,20,January,2,2026,54.0,206
TXN102197,C5713,36585.0,credit card,bob,68.0,approved,0.0,2026-11-07 19:25:00,2026-01-05 19:38:00,success,permanent,0,Saturday,19,November,45,2026,-440627.0,-97
TXN102198,C5998,26074.0,net banking,icici,0.0,card declined,2.0,2026-06-30 00:29:00,2026-06-30 01:03:00,success,permanent,0,Tuesday,0,June,27,2026,34.0,34
TXN102199,C1162,55215.0,debit card,pnb,54.0,response timeout,3.0,2026-04-04 03:20:00,2026-04-04 03:25:00,success,permanent,0,Saturday,3,April,14,2026,5.0,121
TXN102200,C2974,39595.0,credit card,bob,96.0,invalid amount,2.0,2026-02-10 04:20:00,2026-02-10 05:10:00,success,permanent,0,Tuesday,4,February,7,2026,50.0,174
TXN102201,C4291,82397.0,credit card,pnb,8.0,expired card,2.0,2026-01-08 19:38:00,2026-01-08 20:13:00,success,permanent,0,Thursday,19,January,2,2026,35.0,206
TXN102202,C9461,35314.0,net banking,yes bank,8.0,card declined,3.0,2026-11-21 13:20:00,2026-11-21 14:19:00,success,permanent,0,Saturday,13,November,47,2026,59.0,-111
TXN102203,C1631,98292.0,debit card,canara,8.0,expired card,4.0,2026-06-15 23:14:00,2026-06-15 23:33:00,success,permanent,0,Monday,23,June,25,2026,19.0,48
TXN102204,C1905,95512.0,net banking,yes bank,54.0,response timeout,4.0,2026-11-23 07:34:00,2026-11-23 08:04:00,success,permanent,0,Monday,7,November,48,2026,30.0,-112
TXN102205,C3014,30267.0,wallet,axis,54.0,insufficient funds,4.0,2026-03-02 06:30:00,2026-03-02 07:12:00,success,permanent,0,Monday,6,March,10,2026,42.0,154
TXN102206,C8896,90195.0,upi,icici,68.0,network error,4.0,2026-09-11 12:29:00,2026-09-11 13:13:00,success,permanent,0,Friday,12,September,37,2026,44.0,-40
TXN102207,C1204,50105.0,net banking,canara,12.0,insufficient funds,1.0,2026-04-01 00:32:00,2026-04-01 00:48:00,success,permanent,0,Wednesday,0,April,14,2026,16.0,124
TXN102208,C1581,37087.0,debit card,yes bank,68.0,card declined,3.0,2026-12-29 21:50:00,2026-12-29 22:19:00,success,permanent,0,Tuesday,21,December,53,2026,29.0,-149
TXN102209,C6675,70354.0,debit card,hdfc,12.0,network error,0.0,2026-11-21 20:54:00,2026-01-05 19:38:00,success,permanent,0,Saturday,20,November,47,2026,-460876.0,-111
TXN102210,C6347,77515.0,upi,pnb,8.0,approved,4.0,2026-04-24 21:26:00,2026-04-24 22:06:00,success,permanent,0,Friday,21,April,17,2026,40.0,100
TXN102211,C3643,87708.0,debit card,indusind,0.0,network error,0.0,2026-12-01 22:59:00,2026-01-05 19:38:00,failed,unknown,0,Tuesday,22,December,49,2026,-475401.0,-121
TXN102212,C9017,79901.0,upi,yes bank,54.0,insufficient funds,3.0,2026-11-05 16:29:00,2026-01-05 19:38:00,success,permanent,0,Thursday,16,November,45,2026,-437571.0,-95
TXN102213,C3297,86395.0,credit card,pnb,0.0,insufficient funds,1.0,2026-10-19 01:01:00,2026-01-05 19:38:00,success,permanent,0,Monday,1,October,43,2026,-412163.0,-77
TXN102214,C1874,23553.0,debit card,axis,12.0,insufficient funds,4.0,2026-12-19 20:48:00,2026-12-19 21:19:00,success,permanent,0,Saturday,20,December,51,2026,31.0,-139
TXN102215,C6560,83720.0,upi,axis,68.0,approved,1.0,2026-10-03 09:04:00,2026-10-03 09:22:00,success,permanent,0,Saturday,9,October,40,2026,18.0,-61
TXN102216,C1689,9157.0,credit card,axis,0.0,insufficient funds,2.0,2026-02-27 16:46:00,2026-01-05 19:38:00,success,permanent,0,Friday,16,February,9,2026,-76148.0,156
TXN102217,C5000,98099.0,upi,yes bank,0.0,card declined,1.0,2026-07-10 18:38:00,2026-01-05 19:38:00,success,permanent,0,Friday,18,July,28,2026,-267780.0,23
TXN102218,C1671,54931.0,net banking,indusind,96.0,expired card,2.0,2026-03-03 17:59:00,2026-01-05 19:38:00,failed,temporary,0,Tuesday,17,March,10,2026,-81981.0,152
TXN102219,C8927,50105.0,debit card,yes bank,12.0,network error,1.0,2026-11-25 09:31:00,2026-11-25 10:29:00,failed,unknown,0,Wednesday,9,November,48,2026,58.0,-114
TXN102220,C2171,50105.0,net banking,canara,68.0,approved,3.0,2026-02-08 17:23:00,2026-01-05 19:38:00,success,permanent,0,Sunday,17,February,6,2026,-48825.0,175
TXN102221,C6591,50105.0,credit card,axis,51.0,insufficient funds,2.0,2026-01-02 15:14:00,2026-01-02 15:56:00,success,permanent,0,Friday,15,January,1,2026,42.0,212
TXN102222,C7342,77445.0,wallet,axis,54.0,system error,3.0,2026-12-06 21:55:00,2026-12-06 22:35:00,success,permanent,0,Sunday,21,December,49,2026,40.0,-126
TXN102223,C2449,97446.0,upi,indusind,51.0,expired card,3.0,2026-12-26 14:39:00,2026-12-26 15:06:00,success,permanent,0,Saturday,14,December,52,2026,27.0,-146
TXN102224,C3539,27858.0,net banking,yes bank,54.0,expired card,2.0,2026-11-23 17:24:00,2026-11-23 17:30:00,success,permanent,0,Monday,17,November,48,2026,6.0,-113
TXN102225,C4959,20263.0,credit card,axis,12.0,invalid amount,0.0,2026-11-29 10:36:00,2026-01-05 19:38:00,success,permanent,0,Sunday,10,November,48,2026,-471778.0,-119
TXN102226,C7285,97206.0,wallet,bob,96.0,expired card,2.0,2026-12-13 19:55:00,2026-01-05 19:38:00,success,permanent,0,Sunday,19,December,50,2026,-492497.0,-133
TXN102227,C6432,68475.0,net banking,axis,12.0,approved,3.0,2026-03-05 01:03:00,2026-03-05 01:13:00,success,permanent,0,Thursday,1,March,10,2026,10.0,151
TXN102228,C5260,48094.0,debit card,axis,54.0,expired card,0.0,2026-07-26 12:48:00,2026-01-05 19:38:00,failed,permanent,0,Sunday,12,July,30,2026,-290470.0,7
TXN102229,C3361,88007.0,wallet,bob,55.0,network error,3.0,2026-03-27 17:51:00,2026-03-27 17:54:00,success,permanent,0,Friday,17,March,13,2026,3.0,128
TXN102230,C7164,99748.0,credit card,axis,54.0,insufficient funds,4.0,2026-03-02 08:04:00,2026-03-02 08:50:00,success,permanent,0,Monday,8,March,10,2026,46.0,154
TXN102231,C4670,22635.0,credit card,bob,54.0,response timeout,2.0,2026-06-07 03:30:00,2026-06-07 04:06:00,success,permanent,0,Sunday,3,June,23,2026,36.0,57
TXN102232,C2753,51349.0,credit card,axis,55.0,response timeout,1.0,2026-09-27 16:27:00,2026-09-27 17:15:00,success,permanent,0,Sunday,16,September,39,2026,48.0,-56
TXN102233,C9100,61209.0,debit card,canara,12.0,network error,1.0,2026-04-22 02:30:00,2026-01-05 19:38:00,success,permanent,0,Wednesday,2,April,17,2026,-153052.0,103
TXN102234,C2938,96119.0,upi,axis,68.0,approved,2.0,2026-11-29 08:01:00,2026-11-29 08:04:00,success,permanent,0,Sunday,8,November,48,2026,3.0,-118
TXN102235,C9562,59414.0,credit card,icici,8.0,expired card,1.0,2026-01-23 15:32:00,2026-01-23 16:27:00,success,permanent,0,Friday,15,January,4,2026,55.0,191
TXN102236,C6976,10849.0,credit card,axis,55.0,approved,0.0,2026-11-15 07:35:00,2026-01-05 19:38:00,success,permanent,0,Sunday,7,November,46,2026,-451437.0,-104
TXN102237,C7588,75496.0,credit card,icici,55.0,expired card,2.0,2026-05-03 01:23:00,2026-05-03 02:05:00,success,permanent,0,Sunday,1,May,18,2026,42.0,92
TXN102238,C9616,6448.0,upi,hdfc,8.0,insufficient funds,3.0,2026-12-01 23:04:00,2026-12-01 23:24:00,pending,permanent,0,Tuesday,23,December,49,2026,20.0,-121
TXN102239,C7304,91010.0,debit card,hdfc,12.0,response timeout,0.0,2026-12-13 00:52:00,2026-01-05 19:38:00,success,permanent,0,Sunday,0,December,50,2026,-491354.0,-132
TXN102240,C8345,8160.0,credit card,axis,54.0,approved,2.0,2026-03-26 16:57:00,2026-03-26 17:10:00,pending,permanent,0,Thursday,16,March,13,2026,13.0,129
TXN102241,C8875,20420.0,upi,indusind,51.0,network error,1.0,2026-02-04 22:54:00,2026-02-04 23:51:00,success,permanent,0,Wednesday,22,February,6,2026,57.0,179
TXN102242,C7633,75374.0,net banking,pnb,8.0,approved,2.0,2026-10-29 20:55:00,2026-01-05 19:38:00,success,permanent,0,Thursday,20,October,44,2026,-427757.0,-88
TXN102243,C1597,76385.0,upi,axis,8.0,approved,4.0,2026-05-19 23:13:00,2026-01-05 19:38:00,success,permanent,0,Tuesday,23,May,21,2026,-193175.0,75
TXN102244,C4062,28774.0,credit card,axis,8.0,card declined,1.0,2026-11-25 01:05:00,2026-11-25 01:39:00,success,permanent,0,Wednesday,1,November,48,2026,34.0,-114
TXN102245,C3336,40413.0,upi,hdfc,96.0,invalid amount,3.0,2026-10-08 16:02:00,2026-01-05 19:38:00,success,permanent,0,Thursday,16,October,41,2026,-397224.0,-67
TXN102246,C1572,82668.0,wallet,yes bank,68.0,approved,2.0,2026-05-13 15:54:00,2026-05-13 16:05:00,success,permanent,0,Wednesday,15,May,20,2026,11.0,81
TXN102247,C8521,95292.0,net banking,canara,55.0,insufficient funds,4.0,2026-08-09 03:35:00,2026-08-09 03:42:00,success,permanent,0,Sunday,3,August,32,2026,7.0,-6
TXN102248,C7171,3360.0,debit card,axis,96.0,expired card,4.0,2026-04-29 23:27:00,2026-04-29 23:33:00,success,permanent,0,Wednesday,23,April,18,2026,6.0,95
TXN102249,C8097,99373.0,debit card,indusind,68.0,response timeout,3.0,2026-05-21 14:48:00,2026-05-21 15:39:00,success,permanent,0,Thursday,14,May,21,2026,51.0,73
TXN102250,C3090,52486.0,debit card,axis,12.0,system error,4.0,2026-11-12 10:05:00,2026-01-05 19:38:00,success,permanent,0,Thursday,10,November,46,2026,-447267.0,-102
TXN102251,C7566,35390.0,net banking,axis,0.0,invalid amount,3.0,2026-02-25 09:29:00,2026-02-25 10:07:00,success,permanent,0,Wednesday,9,February,9,2026,38.0,159
TXN102252,C5624,86420.0,debit card,axis,96.0,network error,3.0,2026-08-13 05:54:00,2026-01-05 19:38:00,success,permanent,0,Thursday,5,August,33,2026,-315976.0,-10
TXN102253,C2633,69125.0,debit card,yes bank,8.0,approved,3.0,2026-01-19 20:44:00,2026-01-19 21:27:00,success,permanent,0,Monday,20,January,4,2026,43.0,195
TXN102254,C2517,40478.0,net banking,canara,68.0,card declined,2.0,2026-08-02 06:12:00,2026-01-05 19:38:00,success,permanent,0,Sunday,6,August,31,2026,-300154.0,1
TXN102255,C4648,77019.0,debit card,axis,0.0,network error,0.0,2026-03-09 05:28:00,2026-01-05 19:38:00,success,permanent,0,Monday,5,March,11,2026,-89870.0,147
TXN102256,C2537,50105.0,net banking,axis,54.0,approved,1.0,2026-04-04 14:11:00,2026-01-05 19:38:00,success,permanent,0,Saturday,14,April,14,2026,-127833.0,120
TXN102257,C4137,70707.0,upi,axis,96.0,card declined,2.0,2026-01-21 17:24:00,2026-01-05 19:38:00,success,permanent,0,Wednesday,17,January,4,2026,-22906.0,193
TXN102258,C7985,50817.0,debit card,indusind,54.0,insufficient funds,3.0,2026-10-21 04:11:00,2026-10-21 04:32:00,success,permanent,0,Wednesday,4,October,43,2026,21.0,-79
TXN102259,C1097,66450.0,credit card,indusind,55.0,insufficient funds,4.0,2026-02-18 09:21:00,2026-02-18 10:04:00,success,permanent,0,Wednesday,9,February,8,2026,43.0,166
TXN102260,C4750,87278.0,upi,axis,55.0,network error,0.0,2026-09-08 07:30:00,2026-01-05 19:38:00,success,permanent,0,Tuesday,7,September,37,2026,-353512.0,-36
TXN102261,C9535,50105.0,net banking,icici,12.0,response timeout,4.0,2026-10-31 14:22:00,2026-10-31 14:41:00,success,permanent,0,Saturday,14,October,44,2026,19.0,-90
TXN102262,C9174,15731.0,debit card,canara,0.0,system error,2.0,2026-02-22 20:45:00,2026-01-05 19:38:00,success,permanent,0,Sunday,20,February,8,2026,-69187.0,161
TXN102263,C9103,50105.0,credit card,bob,0.0,card declined,2.0,2026-09-29 07:54:00,2026-09-29 08:16:00,success,permanent,0,Tuesday,7,September,40,2026,22.0,-57
TXN102264,C6413,88092.0,wallet,canara,96.0,response timeout,1.0,2026-12-19 06:03:00,2026-12-19 06:06:00,success,permanent,0,Saturday,6,December,51,2026,3.0,-138
TXN102265,C5666,85983.0,upi,yes bank,96.0,insufficient funds,4.0,2026-09-19 14:10:00,2026-09-19 14:58:00,failed,temporary,0,Saturday,14,September,38,2026,48.0,-48
TXN102266,C1610,92076.0,upi,indusind,54.0,approved,3.0,2026-09-23 06:13:00,2026-09-23 06:39:00,success,permanent,0,Wednesday,6,September,39,2026,26.0,-51
TXN102267,C2727,91318.0,net banking,axis,51.0,invalid amount,4.0,2026-04-28 05:36:00,2026-04-28 05:41:00,success,permanent,0,Tuesday,5,April,18,2026,5.0,97
TXN102268,C2854,5252.0,debit card,bob,54.0,invalid amount,0.0,2026-11-10 19:46:00,2026-01-05 19:38:00,success,permanent,0,Tuesday,19,November,46,2026,-444968.0,-100
TXN102269,C6055,41995.0,credit card,axis,96.0,network error,0.0,2026-01-18 00:29:00,2026-01-05 19:38:00,success,permanent,0,Sunday,0,January,3,2026,-17571.0,197
TXN102270,C3324,71059.0,debit card,axis,96.0,insufficient funds,3.0,2026-03-25 10:00:00,2026-01-05 19:38:00,success,permanent,0,Wednesday,10,March,13,2026,-113182.0,130
TXN102271,C6774,16646.0,upi,bob,68.0,expired card,4.0,2026-07-04 16:58:00,2026-07-04 17:50:00,success,permanent,0,Saturday,16,July,27,2026,52.0,29
TXN102272,C7519,77237.0,wallet,axis,12.0,network error,2.0,2026-06-30 17:37:00,2026-06-30 18:16:00,success,permanent,0,Tuesday,17,June,27,2026,39.0,33
TXN102273,C2749,24136.0,credit card,icici,54.0,approved,2.0,2026-01-24 17:38:00,2026-01-24 17:53:00,success,permanent,0,Saturday,17,January,4,2026,15.0,190
TXN102274,C1781,51934.0,upi,indusind,8.0,system error,4.0,2026-08-27 14:35:00,2026-08-27 15:27:00,success,permanent,0,Thursday,14,August,35,2026,52.0,-25
TXN102275,C8548,50105.0,net banking,hdfc,51.0,system error,2.0,2026-03-31 19:05:00,2026-03-31 19:41:00,success,permanent,0,Tuesday,19,March,14,2026,36.0,124
TXN102276,C7823,50105.0,credit card,axis,68.0,insufficient funds,0.0,2026-04-01 07:38:00,2026-01-05 19:38:00,success,permanent,0,Wednesday,7,April,14,2026,-123120.0,124
TXN102277,C3105,69396.0,credit card,yes bank,55.0,system error,3.0,2026-03-27 04:37:00,2026-01-05 19:38:00,success,permanent,0,Friday,4,March,13,2026,-115739.0,129
TXN102278,C4867,52577.0,wallet,canara,12.0,invalid amount,1.0,2026-06-11 15:33:00,2026-06-11 16:23:00,success,permanent,0,Thursday,15,June,24,2026,50.0,52
TXN102279,C8193,1723.0,wallet,indusind,8.0,expired card,1.0,2026-01-30 05:40:00,2026-01-05 19:38:00,pending,permanent,0,Friday,5,January,5,2026,-35162.0,185
TXN102280,C5976,75193.0,credit card,icici,96.0,approved,3.0,2026-08-11 07:58:00,2026-08-11 08:17:00,success,permanent,0,Tuesday,7,August,33,2026,19.0,-8
TXN102281,C3113,50105.0,credit card,icici,54.0,response timeout,1.0,2026-09-21 04:13:00,2026-09-21 05:04:00,success,permanent,0,Monday,4,September,39,2026,51.0,-49
TXN102282,C6879,58466.0,upi,pnb,8.0,response timeout,4.0,2026-01-09 10:33:00,2026-01-09 11:01:00,success,permanent,0,Friday,10,January,2,2026,28.0,205
TXN102283,C4970,23702.0,debit card,axis,55.0,approved,1.0,2026-06-02 08:02:00,2026-06-02 08:42:00,success,permanent,0,Tuesday,8,June,23,2026,40.0,62
TXN102284,C8264,50105.0,debit card,pnb,54.0,invalid amount,1.0,2026-12-24 18:09:00,2026-12-24 18:52:00,failed,unknown,0,Thursday,18,December,52,2026,43.0,-144
TXN102285,C2577,9860.0,debit card,yes bank,8.0,expired card,0.0,2026-03-07 20:17:00,2026-01-05 19:38:00,success,permanent,0,Saturday,20,March,10,2026,-87879.0,148
TXN102286,C3274,13441.0,wallet,icici,51.0,insufficient funds,0.0,2026-02-28 07:23:00,2026-01-05 19:38:00,success,permanent,0,Saturday,7,February,9,2026,-77025.0,156
TXN102287,C5869,20693.0,debit card,icici,68.0,insufficient funds,3.0,2026-05-31 08:52:00,2026-05-31 09:32:00,success,permanent,0,Sunday,8,May,22,2026,40.0,64
TXN102288,C7744,46352.0,net banking,indusind,96.0,invalid amount,3.0,2026-11-01 01:40:00,2026-01-05 19:38:00,success,permanent,0,Sunday,1,November,44,2026,-430922.0,-90
TXN102289,C3426,4760.0,debit card,axis,54.0,approved,2.0,2026-03-05 01:26:00,2026-03-05 02:13:00,success,permanent,0,Thursday,1,March,10,2026,47.0,151
TXN102290,C6546,9512.0,upi,yes bank,12.0,invalid amount,4.0,2026-03-05 14:59:00,2026-03-05 15:24:00,success,permanent,0,Thursday,14,March,10,2026,25.0,150
TXN102291,C7852,47527.0,upi,hdfc,96.0,network error,3.0,2026-10-18 20:07:00,2026-10-18 20:59:00,failed,permanent,0,Sunday,20,October,42,2026,52.0,-77
TXN102292,C3551,25599.0,credit card,pnb,8.0,insufficient funds,4.0,2026-09-13 06:57:00,2026-09-13 07:07:00,success,permanent,0,Sunday,6,September,37,2026,10.0,-41
TXN102293,C7411,97412.0,credit card,axis,12.0,network error,0.0,2026-05-21 11:50:00,2026-01-05 19:38:00,success,permanent,0,Thursday,11,May,21,2026,-195372.0,73
TXN102294,C1007,56734.0,debit card,canara,8.0,card declined,4.0,2026-03-18 20:16:00,2026-03-18 20:24:00,failed,permanent,56734,Wednesday,20,March,12,2026,8.0,137
TXN102295,C9087,34478.0,credit card,yes bank,54.0,invalid amount,1.0,2026-07-04 14:13:00,2026-07-04 14:50:00,success,permanent,0,Saturday,14,July,27,2026,37.0,29
TXN102296,C3555,21001.0,credit card,axis,12.0,card declined,0.0,2026-06-12 17:16:00,2026-01-05 19:38:00,success,permanent,0,Friday,17,June,24,2026,-227378.0,51
TXN102297,C1475,15710.0,credit card,bob,54.0,network error,3.0,2026-12-06 04:22:00,2026-12-06 04:55:00,success,permanent,0,Sunday,4,December,49,2026,33.0,-125
TXN102298,C6416,45989.0,credit card,yes bank,54.0,system error,1.0,2026-05-31 10:45:00,2026-05-31 10:52:00,success,permanent,0,Sunday,10,May,22,2026,7.0,63
TXN102299,C9676,95544.0,upi,hdfc,96.0,insufficient funds,2.0,2026-07-31 06:22:00,2026-07-31 07:18:00,success,permanent,0,Friday,6,July,31,2026,56.0,3
TXN102300,C8239,41450.0,debit card,axis,55.0,response timeout,3.0,2026-11-14 22:26:00,2026-11-14 23:08:00,success,permanent,0,Saturday,22,November,46,2026,42.0,-104
TXN102301,C7710,31949.0,net banking,yes bank,54.0,insufficient funds,2.0,2026-08-01 20:57:00,2026-01-05 19:38:00,success,permanent,0,Saturday,20,August,31,2026,-299599.0,1
TXN102302,C6000,93064.0,upi,axis,51.0,insufficient funds,1.0,2026-06-05 04:01:00,2026-06-05 04:10:00,success,permanent,0,Friday,4,June,23,2026,9.0,59
TXN102303,C5654,29879.0,credit card,bob,51.0,network error,1.0,2026-12-15 17:08:00,2026-12-15 17:52:00,success,permanent,0,Tuesday,17,December,51,2026,44.0,-135
TXN102304,C9078,50105.0,credit card,bob,54.0,network error,4.0,2026-02-04 05:38:00,2026-02-04 05:54:00,failed,temporary,0,Wednesday,5,February,6,2026,16.0,180
TXN102305,C7063,20484.0,debit card,hdfc,12.0,card declined,2.0,2026-03-02 03:21:00,2026-03-02 03:38:00,failed,permanent,0,Monday,3,March,10,2026,17.0,154
TXN102306,C3285,50105.0,credit card,bob,54.0,invalid amount,1.0,2026-10-06 05:35:00,2026-10-06 06:07:00,success,permanent,0,Tuesday,5,October,41,2026,32.0,-64
TXN102307,C6223,50246.0,wallet,pnb,0.0,system error,0.0,2026-11-11 00:38:00,2026-01-05 19:38:00,success,permanent,0,Wednesday,0,November,46,2026,-445260.0,-100
