transaction_id,customer_id,amount,payment_method,bank_name,response_code,response_message,retry_count,transaction_time,retry_time,final_status,failure_type,revenue_lost,transaction_time_year,transaction_time_month,transaction_time_day,transaction_time_dayofweek,transaction_time_hour,transaction_time_minute,transaction_time_quarter,transaction_time_week,transaction_time_is_weekend,transaction_time_is_month_start,transaction_time_is_month_end,days_since_first_txn,customer_name,customer_segment,customer_age,account_created_time,customer_txn_count,transaction_score,risk_tier,customer_total_value,customer_avg_transaction,customer_transaction_count,customer_transaction_std,customer_first_date,customer_last_date,calculated_fee,net_amount,calculated_discount,anomaly_flag,anomaly_severity,risk_level
TXN102348,C7788,11730.0,Credit Card,IndusInd Bank,51.0,approved,1.0,2026-11-12 11:36:00,2026-11-12 12:07,Success,Permanent,0.0,2026,11,12,3,11,36,4,46,0,0,0,0,Customer C7788,Bronze,42.0,2025-01-01,1,6.770545363156572,Low,11730.0,11730.0,1,,2026-11-12 11:36:00,2026-11-12 11:36:00,175.95,11730.0,0.0,Dip,1355912.8164383562,Critical
TXN102349,C1226,67258.0,Debit Card,Axis Bank,54.0,insufficient funds,1.0,2026-02-10 15:58:00,2026-02-10 16:26,Success,Permanent,0.0,2026,2,10,1,15,58,1,7,0,0,0,0,Customer C1226,Gold,42.0,2025-01-01,3,56.263181703945705,Medium,151614.0,50538.0,3,43999.87,2026-02-10 15:58:00,2026-05-18 07:21:00,1345.16,60532.200000000004,6725.799999999996,Dip,1300384.8164383562,Critical
TXN102350,C1264,75086.0,Net Banking,Axis Bank,51.0,invalid amount,2.0,2026-10-16 12:44:00,2026-10-16 13:23,Success,Permanent,0.0,2026,10,16,4,12,44,4,42,0,0,0,164,Customer C1264,Silver,33.0,2025-01-01,3,60.9847700427243,High,167069.0,55689.67,3,17294.05,2026-05-05 09:01:00,2026-10-16 12:44:00,1877.15,75086.0,0.0,Dip,1292556.8164383562,Critical
TXN102351,C1645,77193.0,Wallet,Axis Bank,68.0,network error,2.0,2026-08-10 12:56:00,2026-08-10 13:23,Success,Permanent,0.0,2026,8,10,0,12,56,3,33,0,0,0,145,,,,,2,54.25564212113596,Medium,172286.0,86143.0,2,12657.21,2026-03-18 04:55:00,2026-08-10 12:56:00,2315.79,73333.34999999999,3859.6500000000087,Dip,1290449.8164383562,Critical
TXN102352,C8544,59440.0,UPI,Canara Bank,68.0,approved,1.0,2026-03-16 17:46:00,2026-03-16 17:59,Success,Permanent,0.0,2026,3,16,0,17,46,1,12,0,0,0,0,Customer C8544,Bronze,39.0,2025-01-01,3,51.547625031414924,Medium,137614.0,45871.33,3,24100.77,2026-03-16 17:46:00,2026-10-22 06:14:00,594.4,59440.0,0.0,Dip,1308202.8164383562,Critical
TXN102353,C6569,15462.0,UPI,Axis Bank,12.0,card declined,0.0,2026-04-29 11:03:00,2026-01-05 19:38,Success,Permanent,0.0,2026,4,29,2,11,3,2,18,0,0,0,0,Customer C6569,Bronze,34.0,2025-01-01,2,17.02156320683589,Low,45389.0,22694.5,2,10228.3,2026-04-29 11:03:00,2026-07-23 16:05:00,154.62,14688.9,773.1000000000004,Dip,1352180.8164383562,Critical
TXN102354,C3990,90888.0,UPI,Canara Bank,12.0,expired card,4.0,2026-12-10 00:32:00,2026-12-10 00:52,Success,Permanent,0.0,2026,12,10,3,0,32,4,50,0,0,0,193,Customer C3990,Bronze,22.0,2025-01-01,3,70.51600904749937,High,157706.0,52568.67,3,33506.81,2026-05-30 14:32:00,2026-12-10 00:32:00,908.88,81799.2,9088.800000000003,Dip,1276754.8164383562,Critical
TXN102355,C3504,77832.0,Credit Card,Punjab National Bank,0.0,invalid amount,2.0,2026-11-28 20:32:00,2026-11-28 20:42,Success,Permanent,0.0,2026,11,28,5,20,32,4,48,1,0,0,59,Customer C3504,Bronze,74.0,2025-01-01,4,70.64106559437045,High,98100.0,24525.0,4,36016.59,2026-09-30 11:49:00,2026-11-28 20:32:00,1167.48,77832.0,0.0,Dip,1289810.8164383562,Critical
TXN102356,C1587,53994.0,Credit Card,Axis Bank,68.0,system error,4.0,2026-06-23 00:08:00,2026-06-23 00:23,Success,Permanent,0.0,2026,6,23,1,0,8,2,26,0,0,0,0,Customer C1587,Bronze,36.0,2025-01-01,1,32.26277959286253,Medium,53994.0,53994.0,1,,2026-06-23 00:08:00,2026-06-23 00:08:00,809.91,45894.9,8099.0999999999985,Dip,1313648.8164383562,Critical
TXN102357,C5079,83540.0,Debit Card,Axis Bank,51.0,response timeout,2.0,2026-03-03 15:11:00,2026-03-03 16:07,Success,Permanent,0.0,2026,3,3,1,15,11,1,10,0,0,0,0,Customer C5079,Silver,48.0,2025-01-01,2,58.08394068861522,Medium,178065.0,89032.5,2,7767.57,2026-03-03 15:11:00,2026-08-29 13:57:00,1670.8,71009.0,12531.0,Dip,1284102.8164383562,Critical
TXN102358,C4348,11215.0,Debit Card,Bank of Baroda,8.0,response timeout,1.0,2026-02-23 15:08:00,2026-01-05 19:38,Success,Permanent,0.0,2026,2,23,0,15,8,1,9,0,0,0,0,Customer C4348,Gold,21.0,2025-01-01,1,6.459914551394823,Low,11215.0,11215.0,1,,2026-02-23 15:08:00,2026-02-23 15:08:00,224.3,11215.0,0.0,Dip,1356427.8164383562,Critical
TXN102359,C7299,62226.0,UPI,Bank of Baroda,55.0,insufficient funds,1.0,2026-10-18 20:42:00,2026-10-18 20:53,Success,Permanent,0.0,2026,10,18,6,20,42,4,42,1,0,0,0,Customer C7299,Silver,23.0,2025-01-01,1,37.22804724805227,Medium,62226.0,62226.0,1,,2026-10-18 20:42:00,2026-10-18 20:42:00,622.26,52892.1,9333.900000000001,Dip,1305416.8164383562,Critical
TXN102360,C4831,37575.0,UPI,Axis Bank,54.0,system error,2.0,2026-11-22 23:27:00,2026-01-05 19:38,Success,Permanent,0.0,2026,11,22,6,23,27,4,47,1,0,0,0,,,,,1,22.359386780598143,Low,37575.0,37575.0,1,,2026-11-22 23:27:00,2026-11-22 23:27:00,375.75,31938.75,5636.25,Dip,1330067.8164383562,Critical
TXN102361,C9381,21634.0,Credit Card,Axis Bank,68.0,card declined,0.0,2026-08-03 21:57:00,2026-01-05 19:38,Failed,Unknown,0.0,2026,8,3,0,21,57,3,32,0,0,0,121,Customer C9381,Bronze,66.0,2025-01-01,2,20.744307614978638,Low,71739.0,35869.5,2,20132.04,2026-04-04 14:37:00,2026-08-03 21:57:00,324.51,20552.3,1081.7000000000007,Dip,1346008.8164383562,Critical
TXN102362,C2715,56643.0,Net Banking,Axis Bank,55.0,invalid amount,1.0,2026-06-01 19:26:00,2026-06-01 19:45,Failed,Permanent,56643.0,2026,6,1,0,19,26,2,23,0,1,0,26,Customer C2715,Silver,56.0,2025-01-01,2,41.86056798190501,Medium,64940.0,32470.0,2,34185.78,2026-05-05 19:32:00,2026-06-01 19:26:00,1416.075,48146.549999999996,8496.450000000004,Dip,1310999.8164383562,Critical
TXN102363,C7450,45653.0,Wallet,Yes Bank,8.0,network error,3.0,2026-08-19 00:18:00,2026-08-19 00:38,Success,Permanent,0.0,2026,8,19,2,0,18,3,34,0,0,0,115,Customer C7450,Bronze,73.0,2025-01-01,3,43.23176677557176,Medium,104968.0,34989.33,3,9296.5,2026-04-25 16:39:00,2026-11-29 16:50:00,1369.59,41087.700000000004,4565.299999999996,Dip,1321989.8164383562,Critical
TXN102364,C6433,91074.0,Wallet,Bank of Baroda,55.0,system error,2.0,2026-12-12 05:59:00,2026-12-12 06:06,Success,Permanent,0.0,2026,12,12,5,5,59,4,50,1,0,0,87,Customer C6433,Silver,21.0,2025-01-01,2,62.62819803970847,High,111979.0,55989.5,2,49616.98,2026-09-16 04:05:00,2026-12-12 05:59:00,2732.22,86520.3,4553.699999999997,Dip,1276568.8164383562,Critical
TXN102365,C2098,69493.0,Wallet,Canara Bank,51.0,network error,2.0,2026-04-19 09:23:00,2026-01-05 19:38,Success,Permanent,0.0,2026,4,19,6,9,23,2,16,1,0,0,12,Customer C2098,Bronze,46.0,2025-01-01,5,73.61125911032923,High,251844.0,50368.8,5,18571.91,2026-04-07 02:27:00,2026-09-06 23:31:00,2084.79,62543.700000000004,6949.299999999996,Dip,1298149.8164383562,Critical
TXN102366,C8096,50105.0,Debit Card,Bank of Baroda,96.0,insufficient funds,3.0,2026-06-29 04:40:00,2026-01-05 19:38,Success,Permanent,0.0,2026,6,29,0,4,40,2,27,0,0,0,165,Customer C8096,Bronze,72.0,2025-01-01,2,37.91706458909274,Medium,91600.0,45800.0,2,6088.19,2026-01-14 19:15:00,2026-06-29 04:40:00,1002.1,50105.0,0.0,Dip,1317537.8164383562,Critical
TXN102367,C3326,32764.0,Wallet,Yes Bank,54.0,system error,2.0,2026-07-13 01:21:00,2026-07-13 01:44,Success,Permanent,0.0,2026,7,13,0,1,21,3,29,0,0,0,0,,,,,1,19.4575521487811,Low,32764.0,32764.0,1,,2026-07-13 01:21:00,2026-07-13 01:21:00,982.92,29487.600000000002,3276.399999999998,Dip,1334878.8164383562,Critical
TXN102368,C7416,54859.0,Net Banking,Punjab National Bank,96.0,network error,4.0,2026-04-24 01:27:00,2026-04-24 02:03,Success,Permanent,0.0,2026,4,24,4,1,27,2,17,0,0,0,0,,,,,4,56.7845187232973,Medium,185862.0,46465.5,4,23324.68,2026-04-24 01:27:00,2026-08-19 11:56:00,1371.4750000000001,54859.0,0.0,Dip,1312783.8164383562,Critical
TXN102369,C7980,10308.0,Credit Card,Canara Bank,8.0,response timeout,3.0,2026-08-20 09:23:00,2026-08-20 10:03,Success,Permanent,0.0,2026,8,20,3,9,23,3,34,0,0,0,87,Customer C7980,Silver,37.0,2025-01-01,4,29.912842422719276,Low,169472.0,42368.0,4,31924.94,2026-05-25 05:44:00,2026-08-28 07:22:00,154.62,10308.0,0.0,Dip,1357334.8164383562,Critical
TXN102370,C7763,38845.0,Credit Card,Bank of Baroda,51.0,response timeout,1.0,2026-10-21 07:21:00,2026-10-21 07:51,Success,Permanent,0.0,2026,10,21,2,7,21,4,43,0,0,0,185,Customer C7763,Silver,62.0,2025-01-01,4,47.125408394068856,Medium,150165.0,37541.25,4,32096.86,2026-04-18 07:52:00,2026-10-21 07:21:00,582.675,33018.25,5826.75,Dip,1328797.8164383562,Critical
TXN102371,C2674,58255.0,UPI,Canara Bank,0.0,insufficient funds,4.0,2026-11-19 09:36:00,2026-11-19 10:18,Success,Permanent,0.0,2026,11,19,3,9,36,4,47,0,0,0,123,Customer C2674,Bronze,69.0,2025-01-01,2,42.832872581050516,Medium,70258.0,35129.0,2,32705.1,2026-07-19 08:18:00,2026-11-19 09:36:00,582.5500000000001,52429.5,5825.5,Dip,1309387.8164383562,Critical
TXN102372,C8950,44239.0,Net Banking,Axis Bank,0.0,approved,0.0,2026-08-03 12:14:00,2026-01-05 19:38,Success,Permanent,0.0,2026,8,3,0,12,14,3,32,0,0,0,0,Customer C8950,Silver,31.0,2025-01-01,2,34.3788891681327,Medium,94344.0,47172.0,2,4147.89,2026-08-03 12:14:00,2026-09-02 17:39:00,1105.9750000000001,39815.1,4423.9000000000015,Dip,1323403.8164383562,Critical
TXN102373,C9915,85044.0,Wallet,Bank of Baroda,8.0,system error,1.0,2026-12-19 12:52:00,2026-01-05 19:38,Success,Permanent,0.0,2026,12,19,5,12,52,4,51,1,0,0,31,Customer C9915,Bronze,35.0,2025-01-01,2,58.9911032922845,Medium,135149.0,67574.5,2,24705.6,2026-11-17 21:59:00,2026-12-19 12:52:00,2551.3199999999997,72287.4,12756.600000000006,Dip,1282598.8164383562,Critical
TXN102374,C7049,99010.0,UPI,Canara Bank,12.0,network error,0.0,2026-03-18 19:06:00,2026-01-05 19:38,Success,Permanent,0.0,2026,3,18,2,19,6,1,12,0,0,0,0,Customer C7049,Bronze,65.0,2025-01-01,2,67.4149283739633,High,159747.0,79873.5,2,27063.1,2026-03-18 19:06:00,2026-04-12 16:23:00,990.1,94059.5,4950.5,Dip,1268632.8164383562,Critical
TXN102375,C2089,15880.0,Net Banking,ICICI Bank,8.0,approved,4.0,2026-03-09 13:26:00,2026-03-09 14:02,Success,Permanent,0.0,2026,3,9,0,13,26,1,11,0,0,0,0,Customer C2089,Silver,72.0,2025-01-01,1,9.273686855993969,Low,15880.0,15880.0,1,,2026-03-09 13:26:00,2026-03-09 13:26:00,397.0,15086.0,794.0,Dip,1351762.8164383562,Critical
TXN102376,C5578,7361.0,UPI,Bank of Baroda,54.0,invalid amount,2.0,2026-08-12 01:14:00,2026-08-12 02:07,Success,Permanent,0.0,2026,8,12,2,1,14,3,33,0,0,0,152,Customer C5578,Gold,26.0,2025-01-01,2,12.135310379492337,Low,51862.0,25931.0,2,26261.95,2026-03-13 00:30:00,2026-08-12 01:14:00,73.61,6624.900000000001,736.0999999999995,Dip,1360281.8164383562,Critical
TXN102377,C1155,50105.0,Debit Card,Punjab National Bank,54.0,response timeout,1.0,2026-01-05 02:15:00,2026-01-05 19:38,Pending,Permanent,0.0,2026,1,5,0,2,15,1,2,0,0,0,0,Customer C1155,Silver,32.0,2025-01-01,1,29.917064589092735,Low,50105.0,50105.0,1,,2026-01-05 02:15:00,2026-01-05 02:15:00,1002.1,42589.25,7515.75,Dip,1317537.8164383562,Critical
TXN102378,C2958,24863.0,UPI,Yes Bank,12.0,insufficient funds,2.0,2026-02-18 05:34:00,2026-02-18 06:04,Success,Permanent,0.0,2026,2,18,2,5,34,1,8,0,0,0,0,Customer C2958,Silver,54.0,2025-01-01,1,14.691932646393566,Low,24863.0,24863.0,1,,2026-02-18 05:34:00,2026-02-18 05:34:00,248.63,22376.7,2486.2999999999993,Dip,1342779.8164383562,Critical
TXN102379,C7344,55308.0,Debit Card,Punjab National Bank,68.0,invalid amount,4.0,2026-06-15 19:21:00,2026-06-15 19:33,Success,Permanent,0.0,2026,6,15,0,19,21,2,25,0,0,0,0,Customer C7344,Gold,67.0,2025-01-01,3,49.055340537823575,Medium,182335.0,60778.33,3,27305.61,2026-06-15 19:21:00,2026-09-14 11:30:00,1106.16,55308.0,0.0,Dip,1312334.8164383562,Critical
TXN102380,C6779,43116.0,Net Banking,Axis Bank,68.0,approved,4.0,2026-03-05 20:31:00,2026-03-05 20:55,Success,Permanent,0.0,2026,3,5,3,20,31,1,10,0,0,0,0,Customer C6779,Bronze,22.0,2025-01-01,2,33.70153304850465,Medium,81438.0,40719.0,2,3389.87,2026-03-05 20:31:00,2026-06-23 17:35:00,1077.9,36648.6,6467.4000000000015,Dip,1324526.8164383562,Critical
TXN102381,C7144,25787.0,Credit Card,HDFC Bank,68.0,invalid amount,2.0,2026-09-14 15:22:00,2026-01-05 19:38,Success,Permanent,0.0,2026,9,14,0,15,22,3,38,0,0,0,151,Customer C7144,Bronze,70.0,2025-01-01,3,31.24925860769038,Medium,81956.0,27318.67,3,25775.65,2026-04-16 00:40:00,2026-09-14 15:22:00,386.805,25787.0,0.0,Dip,1341855.8164383562,Critical
TXN102382,C6063,56652.0,Wallet,Punjab National Bank,96.0,system error,1.0,2026-10-01 16:36:00,2026-10-01 16:53,Pending,Permanent,0.0,2026,10,1,3,16,36,4,40,0,1,0,192,Customer C6063,Bronze,63.0,2025-01-01,3,49.86599648152802,Medium,133308.0,44436.0,3,19229.73,2026-03-22 22:07:00,2026-10-01 16:36:00,1699.56,48154.2,8497.800000000003,Dip,1310990.8164383562,Critical
TXN102383,C4830,60540.0,Credit Card,Axis Bank,8.0,response timeout,3.0,2026-01-31 21:12:00,2026-01-31 22:02,Success,Permanent,0.0,2026,1,31,5,21,12,1,5,1,0,1,0,Customer C4830,Silver,37.0,2025-01-01,2,44.211108318673034,Medium,132929.0,66464.5,2,8378.51,2026-01-31 21:12:00,2026-11-10 03:52:00,908.1,54486.0,6054.0,Dip,1307102.8164383562,Critical
TXN102384,C9831,61116.0,Debit Card,Axis Bank,8.0,expired card,2.0,2026-11-12 01:08:00,2026-01-05 19:38,Success,Permanent,0.0,2026,11,12,3,1,8,4,46,0,0,0,76,Customer C9831,Silver,25.0,2025-01-01,2,44.558532294546374,Medium,111221.0,55610.5,2,7785.95,2026-08-27 13:28:00,2026-11-12 01:08:00,1222.32,51948.6,9167.400000000001,Dip,1306526.8164383562,Critical
TXN102385,C7659,23510.0,Net Banking,Bank of Baroda,0.0,system error,3.0,2026-03-27 09:17:00,2026-03-27 09:42,Success,Permanent,0.0,2026,3,27,4,9,17,1,13,0,0,0,0,Customer C7659,Bronze,49.0,2025-01-01,1,13.875848203066097,Low,23510.0,23510.0,1,,2026-03-27 09:17:00,2026-03-27 09:17:00,587.75,19983.5,3526.5,Dip,1344132.8164383562,Critical
TXN102386,C1441,20614.0,Wallet,Punjab National Bank,12.0,invalid amount,3.0,2026-10-01 18:44:00,2026-01-05 19:38,Success,Permanent,0.0,2026,10,1,3,18,44,4,40,0,1,0,0,Customer C1441,Bronze,64.0,2025-01-01,2,20.12907765770294,Low,96566.0,48283.0,2,39129.88,2026-10-01 18:44:00,2026-11-08 15:45:00,618.42,19583.3,1030.7000000000007,Dip,1347028.8164383562,Critical
TXN102387,C7040,21625.0,Debit Card,Axis Bank,8.0,system error,4.0,2026-04-12 23:32:00,2026-04-13 00:16,Success,Permanent,0.0,2026,4,12,6,23,32,2,15,1,0,0,0,Customer C7040,Gold,38.0,2025-01-01,3,28.73887911535562,Low,107904.0,35968.0,3,14241.12,2026-04-12 23:32:00,2026-12-06 00:16:00,432.5,21625.0,0.0,Dip,1346017.8164383562,Critical
TXN102388,C6925,45346.0,Wallet,IndusInd Bank,54.0,network error,2.0,2026-07-30 15:50:00,2026-01-05 19:38,Success,Permanent,0.0,2026,7,30,3,15,50,3,31,0,0,0,0,Customer C6925,Silver,74.0,2025-01-01,1,27.046594621764264,Low,45346.0,45346.0,1,,2026-07-30 15:50:00,2026-07-30 15:50:00,1360.3799999999999,43078.7,2267.300000000003,Dip,1322296.8164383562,Critical
TXN102389,C8358,88616.0,UPI,ICICI Bank,0.0,approved,2.0,2026-02-01 20:29:00,2026-01-05 19:38,Success,Permanent,0.0,2026,2,1,6,20,29,1,5,1,1,0,0,Customer C8358,Bronze,58.0,2025-01-01,2,61.145614475999,High,91503.0,45751.5,2,60619.56,2026-02-01 20:29:00,2026-04-16 17:59:00,886.16,79754.40000000001,8861.599999999991,Dip,1279026.8164383562,Critical
TXN102390,C5628,24074.0,Net Banking,HDFC Bank,54.0,invalid amount,0.0,2026-09-20 05:11:00,2026-01-05 19:38,Success,Permanent,0.0,2026,9,20,6,5,11,3,38,1,0,0,0,Customer C5628,Bronze,36.0,2025-01-01,1,14.216034179442072,Low,24074.0,24074.0,1,,2026-09-20 05:11:00,2026-09-20 05:11:00,601.85,24074.0,0.0,Dip,1343568.8164383562,Critical
TXN102391,C7370,14369.0,Wallet,Axis Bank,54.0,invalid amount,4.0,2026-07-06 13:06:00,2026-07-06 13:25,Success,Permanent,0.0,2026,7,6,0,13,6,3,28,0,0,0,43,Customer C7370,Silver,46.0,2025-01-01,2,16.362302085951246,Low,86849.0,43424.5,2,41090.68,2026-05-23 16:14:00,2026-07-06 13:06:00,431.07,12932.1,1436.8999999999996,Dip,1353273.8164383562,Critical
TXN102392,C1948,56647.0,Wallet,Axis Bank,68.0,network error,0.0,2026-01-17 22:12:00,2026-01-05 19:38,Success,Permanent,0.0,2026,1,17,5,22,12,1,3,1,0,0,0,Customer C1948,Bronze,48.0,2025-01-01,2,41.862980648404125,Medium,107238.0,53619.0,2,4282.24,2026-01-17 22:12:00,2026-08-16 02:44:00,1699.4099999999999,56647.0,0.0,Dip,1310995.8164383562,Critical
TXN102393,C9179,44327.0,Debit Card,Canara Bank,8.0,approved,4.0,2026-01-20 04:05:00,2026-01-20 04:52,Success,Permanent,0.0,2026,1,20,1,4,5,1,4,0,0,0,0,Customer C9179,Silver,71.0,2025-01-01,2,34.43196783111335,Medium,129732.0,64866.0,2,29046.53,2026-01-20 04:05:00,2026-11-04 02:52:00,886.54,37677.95,6649.050000000003,Dip,1323315.8164383562,Critical
TXN102394,C7115,64076.0,UPI,ICICI Bank,96.0,expired card,0.0,2026-05-11 20:30:00,2026-01-05 19:38,Success,Permanent,0.0,2026,5,11,0,20,30,2,20,0,0,0,73,Customer C7115,Silver,23.0,2025-01-01,2,46.343905503895456,Medium,129399.0,64699.5,2,881.76,2026-02-27 04:30:00,2026-05-11 20:30:00,640.76,54464.6,9611.400000000001,Dip,1303566.8164383562,Critical
TXN102395,C1459,30314.0,Credit Card,ICICI Bank,54.0,system error,1.0,2026-05-11 07:06:00,2026-05-11 07:28,Success,Permanent,0.0,2026,5,11,0,7,6,2,20,0,0,0,0,Customer C1459,Silver,21.0,2025-01-01,1,17.979793918069866,Low,30314.0,30314.0,1,,2026-05-11 07:06:00,2026-05-11 07:06:00,454.71,25766.899999999998,4547.100000000002,Dip,1337328.8164383562,Critical
TXN102396,C8568,43685.0,UPI,Axis Bank,51.0,expired card,1.0,2026-02-19 13:06:00,2026-02-19 13:40,Success,Permanent,0.0,2026,2,19,3,13,6,1,8,0,0,0,0,Customer C8568,Bronze,60.0,2025-01-01,1,26.04473485800452,Low,43685.0,43685.0,1,,2026-02-19 13:06:00,2026-02-19 13:06:00,436.85,43685.0,0.0,Dip,1323957.8164383562,Critical
TXN102397,C5646,50105.0,Debit Card,Axis Bank,51.0,approved,0.0,2026-03-16 23:58:00,2026-01-05 19:38,Success,Permanent,0.0,2026,3,16,0,23,58,1,12,0,0,0,0,Customer C5646,Silver,46.0,2025-01-01,2,37.91706458909274,Medium,103639.0,51819.5,2,2424.67,2026-03-16 23:58:00,2026-07-11 05:30:00,1002.1,45094.5,5010.5,Dip,1317537.8164383562,Critical
TXN102398,C1392,41003.0,Credit Card,Punjab National Bank,51.0,network error,2.0,2026-01-21 19:28:00,2026-01-05 19:38,Success,Permanent,0.0,2026,1,21,2,19,28,1,4,0,0,0,1,Customer C1392,Bronze,31.0,2025-01-01,3,40.42704197034431,Medium,178766.0,59588.67,3,32991.27,2026-01-20 12:32:00,2026-08-26 23:48:00,615.045,41003.0,0.0,Dip,1326639.8164383562,Critical
TXN102399,C2787,21417.0,Debit Card,ICICI Bank,12.0,network error,3.0,2026-08-22 09:48:00,2026-08-22 10:13,Success,Permanent,0.0,2026,8,22,5,9,48,3,34,1,0,0,5,Customer C2787,Silver,59.0,2025-01-01,2,20.613420457401357,Low,97819.0,48909.5,2,38880.27,2026-08-17 02:03:00,2026-08-22 09:48:00,428.34000000000003,18204.45,3212.5499999999993,Dip,1346225.8164383562,Critical
TXN102400,C8374,50105.0,Debit Card,Axis Bank,55.0,invalid amount,1.0,2026-10-21 00:57:00,2026-10-21 01:24,Success,Permanent,0.0,2026,10,21,2,0,57,4,43,0,0,0,250,Customer C8374,Silver,20.0,2025-01-01,2,37.91706458909274,Medium,85796.0,42898.0,2,10192.24,2026-02-12 14:00:00,2026-10-21 00:57:00,1002.1,45094.5,5010.5,Dip,1317537.8164383562,Critical
TXN102401,C2138,25561.0,Net Banking,Bank of Baroda,0.0,card declined,2.0,2026-02-28 11:07:00,2026-02-28 11:59,Success,Permanent,0.0,2026,2,28,5,11,7,1,9,1,0,1,0,Customer C2138,Bronze,18.0,2025-01-01,1,15.112942950490071,Low,25561.0,25561.0,1,,2026-02-28 11:07:00,2026-02-28 11:07:00,639.0250000000001,23004.9,2556.0999999999985,Dip,1342081.8164383562,Critical
TXN102402,C5741,86050.0,Wallet,Axis Bank,54.0,invalid amount,2.0,2026-12-09 15:41:00,2026-01-05 19:38,Success,Permanent,0.0,2026,12,9,2,15,41,4,50,0,0,0,0,Customer C5741,Bronze,61.0,2025-01-01,1,51.597888916813275,Medium,86050.0,86050.0,1,,2026-12-09 15:41:00,2026-12-09 15:41:00,2581.5,81747.5,4302.5,Dip,1281592.8164383562,Critical
TXN102403,C8418,19852.0,Net Banking,Axis Bank,68.0,invalid amount,2.0,2026-07-14 05:28:00,2026-07-14 06:11,Success,Permanent,0.0,2026,7,14,1,5,28,3,29,0,0,0,4,Customer C8418,Bronze,31.0,2025-01-01,2,19.669464689620508,Low,88930.0,44465.0,2,34808.04,2026-07-09 07:01:00,2026-07-14 05:28:00,496.3,17866.8,1985.2000000000007,Dip,1347790.8164383562,Critical
TXN102404,C7362,97794.0,Net Banking,Bank of Baroda,12.0,response timeout,0.0,2026-02-03 03:06:00,2026-01-05 19:38,Success,Permanent,0.0,2026,2,3,1,3,6,1,6,0,0,0,0,Customer C7362,Gold,72.0,2025-01-01,2,66.6814777582307,High,153127.0,76563.5,2,30024.46,2026-02-03 03:06:00,2026-04-12 14:25:00,2444.85,88014.6,9779.399999999994,Dip,1269848.8164383562,Critical
TXN102405,C3454,98854.0,Wallet,Axis Bank,55.0,approved,0.0,2026-12-07 11:09:00,2026-01-05 19:38,Success,Permanent,0.0,2026,12,7,0,11,9,4,50,0,0,0,261,Customer C3454,Bronze,44.0,2025-01-01,3,75.32083438049762,High,222891.0,74297.0,3,24376.55,2026-03-20 23:30:00,2026-12-07 11:09:00,2965.62,88968.6,9885.399999999994,Dip,1268788.8164383562,Critical
TXN102406,C4674,59503.0,Net Banking,Canara Bank,51.0,insufficient funds,4.0,2026-11-29 20:18:00,2026-11-29 21:04,Success,Permanent,0.0,2026,11,29,6,20,18,4,48,1,0,0,182,Customer C4674,Bronze,32.0,2025-01-01,2,43.58562452877607,Medium,100958.0,50479.0,2,12761.86,2026-05-30 21:51:00,2026-11-29 20:18:00,1487.575,53552.700000000004,5950.299999999996,Dip,1308139.8164383562,Critical
TXN102407,C2377,55675.0,Debit Card,Canara Bank,8.0,invalid amount,4.0,2026-11-11 07:48:00,2026-11-11 08:15,Pending,Permanent,0.0,2026,11,11,2,7,48,4,46,0,0,0,229,Customer C2377,Bronze,64.0,2025-01-01,2,41.27670268911787,Medium,105780.0,52890.0,2,3938.58,2026-03-26 22:09:00,2026-11-11 07:48:00,1113.5,52891.25,2783.75,Dip,1311967.8164383562,Critical
TXN102408,C7701,68823.0,Net Banking,HDFC Bank,55.0,approved,2.0,2026-04-14 17:58:00,2026-01-05 19:38,Success,Permanent,0.0,2026,4,14,1,17,58,2,16,0,0,0,23,Customer C7701,Bronze,38.0,2025-01-01,2,49.20713747172657,Medium,86968.0,43484.0,2,35834.76,2026-03-22 01:25:00,2026-04-14 17:58:00,1720.575,65381.85,3441.1500000000015,Dip,1298819.8164383562,Critical
TXN102409,C3597,50105.0,Net Banking,ICICI Bank,54.0,system error,2.0,2026-03-25 07:15:00,2026-03-25 07:48,Success,Permanent,0.0,2026,3,25,2,7,15,1,13,0,0,0,0,Customer C3597,Silver,63.0,2025-01-01,4,53.91706458909273,Medium,130714.0,32678.5,4,21838.82,2026-03-25 07:15:00,2026-09-05 14:41:00,1252.625,47599.75,2505.25,Dip,1317537.8164383562,Critical
TXN102410,C1141,2655.0,Credit Card,Bank of Baroda,54.0,insufficient funds,2.0,2026-10-31 23:27:00,2026-10-31 23:37,Success,Permanent,0.0,2026,10,31,5,23,27,4,44,1,0,1,0,Customer C1141,Bronze,48.0,2025-01-01,1,1.2968082432772052,Low,2655.0,2655.0,1,,2026-10-31 23:27:00,2026-10-31 23:27:00,39.824999999999996,2522.25,132.75,Dip,1364987.8164383562,Critical
TXN102411,C3659,62190.0,Credit Card,Axis Bank,55.0,insufficient funds,1.0,2026-07-21 12:20:00,2026-07-21 12:32,Success,Permanent,0.0,2026,7,21,1,12,20,3,30,0,0,0,180,Customer C3659,Bronze,24.0,2025-01-01,3,53.20633324956019,Medium,235787.0,78595.67,3,17826.3,2026-01-22 02:41:00,2026-10-22 19:55:00,932.8499999999999,52861.5,9328.5,Dip,1305452.8164383562,Critical
