Transaction_ID,Customer_ID,Amount,Payment_Method,Bank_Name,Response_Code,Response_Message,Retry_Count,Transaction_Time,Retry_Time,Final_Status,Failure_Type,Revenue_Lost
TXN101654,C2000,65882.0,Net Banking,BOB,54.0,Card Declined,3.0,2026-07-20 22:59,2026-07-20 23:57,Success,No Failure,0
TXN101655,C2388,11670.0,UPI,Canara,8.0,Insufficient Funds,1.0,2026-08-10 03:00,2026-08-10 03:09,Success,No Failure,0
TXN101656,C6450,45442.0,UPI,Yes Bank,51.0,Card Declined,4.0,2026-02-21 07:00,2026-02-21 07:21,Success,No Failure,0
TXN101657,C4712,35678.0,Wallet,PNB,96.0,Network Error,3.0,2026-11-26 06:37,2026-11-26 07:03,Success,No Failure,0
TXN101658,C2367,50105.0,Debit Card,Axis,8.0,Approved,2.0,2026-11-11 02:41,2026-11-11 02:57,Success,No Failure,0
TXN101659,C9189,74721.0,Credit Card,BOB,0.0,Approved,3.0,2026-09-20 07:33,2026-09-20 07:41,Failed,Permanent,74721
TXN101660,C1454,79814.0,Credit Card,Canara,96.0,Invalid Amount,2.0,2026-06-17 09:59,2026-06-17 10:29,Success,No Failure,0
TXN101661,C3772,27773.0,Credit Card,Axis,96.0,Network Error,2.0,2026-04-28 13:04,2026-04-28 13:51,Success,No Failure,0
TXN101662,C4726,4456.0,UPI,Axis,54.0,System Error,4.0,2026-04-01 12:41,2026-04-01 13:00,Success,No Failure,0
TXN101663,C8232,89951.0,Credit Card,Axis,8.0,Expired Card,2.0,2026-07-02 19:11,2026-07-02 19:41,Success,No Failure,0
TXN101664,C5806,72704.0,Wallet,Yes Bank,8.0,Approved,3.0,2026-09-14 20:58,2026-09-14 21:44,Success,No Failure,0
TXN101665,C3190,52999.0,Wallet,Yes Bank,54.0,Response Timeout,4.0,2026-09-11 04:47,2026-09-11 04:54,Failed,Unknown,0
TXN101666,C3875,13407.0,Credit Card,Axis,96.0,Network Error,1.0,2026-09-26 22:48,2026-09-26 23:36,Success,No Failure,0
TXN101667,C6592,94347.0,Credit Card,BOB,54.0,Approved,4.0,2026-11-09 09:18,2026-11-09 09:33,Success,No Failure,0
TXN101668,C2440,78255.0,UPI,ICICI,96.0,System Error,3.0,2026-02-01 09:17,2026-02-01 09:45,Success,No Failure,0
TXN101669,C9927,53009.0,Net Banking,Canara,8.0,Expired Card,3.0,2026-06-12 11:37,2026-06-12 12:07,Success,No Failure,0
TXN101670,C7059,22880.0,Debit Card,BOB,68.0,Insufficient Funds,4.0,2026-11-10 16:16,2026-11-10 16:33,Success,No Failure,0
TXN101671,C8010,22359.0,Net Banking,IndusInd,12.0,System Error,0.0,2026-01-23 07:54,,Success,No Failure,0
TXN101672,C8117,8762.0,Net Banking,Yes Bank,12.0,Approved,4.0,2026-04-22 20:57,2026-04-22 21:08,Success,No Failure,0
TXN101673,C3989,7508.0,Credit Card,Axis,68.0,Approved,4.0,2026-01-23 17:22,2026-01-23 17:52,Success,No Failure,0
TXN101674,C7228,16738.0,Credit Card,Yes Bank,0.0,Expired Card,1.0,2026-07-01 23:44,2026-07-01 23:58,Success,No Failure,0
TXN101675,C7471,50105.0,Credit Card,Axis,55.0,Approved,0.0,2026-11-23 11:54,,Success,No Failure,0
TXN101676,C3863,52592.0,UPI,Yes Bank,54.0,Insufficient Funds,1.0,2026-05-30 16:12,2026-05-30 16:53,Success,No Failure,0
TXN101677,C2177,49604.0,Debit Card,ICICI,55.0,Network Error,0.0,2026-12-24 15:13,,Success,No Failure,0
TXN101678,C5760,77723.0,Net Banking,IndusInd,68.0,Network Error,3.0,2026-07-18 17:18,2026-07-18 17:54,Success,No Failure,0
TXN101679,C1011,29387.0,Wallet,ICICI,12.0,Card Declined,0.0,2026-07-06 06:06,,Success,No Failure,0
TXN101680,C6252,34201.0,Net Banking,PNB,51.0,Insufficient Funds,2.0,2026-09-30 01:45,2026-09-30 02:16,Success,No Failure,0
TXN101681,C5399,71942.0,Credit Card,Yes Bank,12.0,Invalid Amount,1.0,2026-11-27 08:38,2026-11-27 08:44,Success,No Failure,0
TXN101682,C9234,12779.0,Credit Card,IndusInd,8.0,Approved,2.0,2026-11-19 22:55,2026-11-19 23:04,Success,No Failure,0
TXN101683,C6445,50105.0,Credit Card,BOB,55.0,Network Error,2.0,2026-06-17 17:03,2026-06-17 17:23,Success,No Failure,0
TXN101684,C7570,4974.0,Debit Card,BOB,68.0,Insufficient Funds,3.0,2026-04-19 15:58,2026-04-19 16:28,Success,No Failure,0
TXN101685,C9212,27425.0,Debit Card,IndusInd,12.0,Network Error,2.0,2026-08-01 04:00,2026-08-01 04:35,Success,No Failure,0
TXN101686,C1406,89507.0,Net Banking,Axis,12.0,Expired Card,1.0,2026-09-11 13:31,2026-09-11 13:34,Failed,Permanent,89507
TXN101687,C5431,73898.0,Wallet,PNB,12.0,Network Error,0.0,2026-08-17 13:19,,Success,No Failure,0
TXN101688,C6243,11163.0,Debit Card,Axis,68.0,Expired Card,1.0,2026-05-19 00:35,2026-05-19 00:56,Success,No Failure,0
TXN101689,C7542,2535.0,Credit Card,BOB,51.0,Approved,4.0,2026-10-15 18:38,2026-10-15 18:58,Success,No Failure,0
TXN101690,C7936,67888.0,Credit Card,BOB,0.0,Approved,2.0,2026-12-30 12:56,2026-12-30 13:10,Success,No Failure,0
TXN101691,C9906,64665.0,UPI,BOB,8.0,Response Timeout,1.0,2026-12-04 03:41,2026-12-04 04:26,Success,No Failure,0
TXN101692,C5146,8803.0,Credit Card,IndusInd,96.0,Expired Card,4.0,2026-12-10 08:52,2026-12-10 09:36,Success,No Failure,0
TXN101693,C1140,56392.0,UPI,Yes Bank,55.0,Invalid Amount,2.0,2026-06-01 14:46,2026-06-01 14:47,Success,No Failure,0
TXN101694,C5882,40226.0,Credit Card,HDFC,12.0,Expired Card,2.0,2026-08-25 21:33,2026-08-25 22:03,Success,No Failure,0
TXN101695,C7012,50106.0,Wallet,PNB,96.0,Approved,1.0,2026-11-11 09:01,2026-11-11 09:52,Success,No Failure,0
TXN101696,C1963,31753.0,Debit Card,HDFC,68.0,Card Declined,0.0,2026-10-25 06:41,,Failed,Unknown,0
TXN101697,C8151,50105.0,UPI,Axis,55.0,Invalid Amount,0.0,2026-05-17 09:25,,Success,No Failure,0
TXN101698,C9564,6533.0,Credit Card,Axis,96.0,Invalid Amount,0.0,2026-07-26 12:59,,Success,No Failure,0
TXN101699,C4610,27525.0,Wallet,HDFC,54.0,Card Declined,1.0,2026-11-09 21:22,2026-11-09 21:49,Success,No Failure,0
TXN101700,C7894,78161.0,Net Banking,IndusInd,0.0,Expired Card,2.0,2026-09-16 13:10,2026-09-16 14:04,Success,No Failure,0
TXN101701,C8311,21498.0,Debit Card,ICICI,68.0,Expired Card,4.0,2026-11-08 18:59,2026-11-08 19:29,Success,No Failure,0
TXN101702,C1105,23557.0,Credit Card,Canara,68.0,Approved,2.0,2026-03-27 07:13,2026-03-27 07:21,Success,No Failure,0
TXN101703,C6539,71131.0,Credit Card,PNB,12.0,Approved,2.0,2026-12-20 23:04,2026-12-20 23:31,Success,No Failure,0
TXN101704,C7787,50105.0,UPI,HDFC,96.0,Card Declined,1.0,2026-02-22 07:01,2026-02-22 07:54,Success,No Failure,0
TXN101705,C3137,67673.0,Credit Card,Axis,12.0,Network Error,0.0,2026-05-19 18:40,,Success,No Failure,0
TXN101706,C5445,62572.0,Credit Card,ICICI,55.0,Response Timeout,2.0,2026-09-08 12:40,2026-09-08 12:42,Success,No Failure,0
TXN101707,C4530,64283.0,Credit Card,Yes Bank,51.0,Insufficient Funds,2.0,2026-04-25 16:47,2026-04-25 17:31,Success,No Failure,0
TXN101708,C2286,87554.0,Net Banking,Canara,8.0,Response Timeout,4.0,2026-03-28 00:09,2026-03-28 00:10,Success,No Failure,0
TXN101709,C8052,9169.0,Credit Card,Canara,0.0,Network Error,2.0,2026-03-08 18:28,2026-03-08 19:21,Success,No Failure,0
TXN101710,C4654,19410.0,Wallet,IndusInd,54.0,System Error,4.0,2026-12-01 22:48,2026-12-01 23:07,Success,No Failure,0
TXN101711,C8102,866.0,Debit Card,Axis,8.0,Response Timeout,0.0,2026-01-08 21:23,,Success,No Failure,0
TXN101712,C3359,10407.0,Wallet,PNB,54.0,System Error,2.0,2026-12-24 19:11,2026-12-24 19:41,Success,No Failure,0
TXN101713,C9105,33280.0,UPI,Yes Bank,96.0,System Error,0.0,2026-05-09 03:38,,Success,No Failure,0
TXN101714,C9636,35585.0,Wallet,BOB,54.0,System Error,3.0,2026-08-10 01:55,2026-08-10 02:44,Failed,Permanent,35585
TXN101715,C7441,48697.0,Credit Card,HDFC,55.0,System Error,0.0,2026-07-07 10:40,,Success,No Failure,0
TXN101716,C6047,65100.0,Net Banking,Axis,0.0,Insufficient Funds,2.0,2026-04-07 11:29,2026-04-07 11:59,Failed,Permanent,65100
TXN101717,C9227,91505.0,Net Banking,Canara,68.0,Network Error,2.0,2026-09-26 18:19,2026-09-26 18:27,Success,No Failure,0
TXN101718,C6203,59028.0,Credit Card,Yes Bank,51.0,Network Error,4.0,2026-06-15 20:03,2026-06-15 20:11,Success,No Failure,0
TXN101719,C2798,28299.0,UPI,BOB,8.0,Approved,1.0,2026-04-28 22:24,2026-04-28 22:57,Success,No Failure,0
TXN101720,C6291,16587.0,Credit Card,PNB,55.0,Card Declined,3.0,2026-05-19 11:40,2026-05-19 12:21,Success,No Failure,0
TXN101721,C6495,50105.0,Credit Card,Axis,96.0,Approved,4.0,2026-08-14 11:15,2026-08-14 11:45,Success,No Failure,0
TXN101722,C7284,15377.0,Wallet,PNB,51.0,Network Error,3.0,2026-12-18 15:35,2026-12-18 16:24,Success,No Failure,0
TXN101723,C8285,13443.0,Wallet,Yes Bank,54.0,Response Timeout,3.0,2026-03-23 07:30,2026-03-23 07:33,Success,No Failure,0
TXN101724,C2300,20955.0,Wallet,IndusInd,8.0,Network Error,3.0,2026-07-24 17:34,2026-07-24 18:01,Failed,Permanent,20955
TXN101725,C7869,50105.0,Credit Card,BOB,96.0,Expired Card,1.0,2026-06-04 05:57,2026-06-04 06:32,Success,No Failure,0
TXN101726,C4097,99246.0,Net Banking,IndusInd,96.0,Expired Card,2.0,2026-03-05 09:36,2026-03-05 10:06,Success,No Failure,0
TXN101727,C5616,33666.0,UPI,BOB,55.0,Expired Card,1.0,2026-10-30 11:06,2026-10-30 11:57,Success,No Failure,0
TXN101728,C1009,64469.0,Credit Card,BOB,68.0,Network Error,3.0,2026-03-21 01:42,2026-03-21 02:26,Success,No Failure,0
TXN101729,C6752,39597.0,Credit Card,Canara,12.0,Insufficient Funds,3.0,2026-02-26 09:46,2026-02-26 10:14,Success,No Failure,0
TXN101730,C7295,44791.0,Net Banking,PNB,55.0,Response Timeout,2.0,2026-03-30 23:17,2026-03-31 00:02,Pending,Permanent,0
TXN101731,C5815,22650.0,Net Banking,Yes Bank,54.0,Expired Card,1.0,2026-08-08 02:56,2026-08-08 03:28,Success,No Failure,0
TXN101732,C2072,57290.0,UPI,Axis,96.0,Expired Card,4.0,2026-12-22 07:00,2026-12-22 07:01,Success,No Failure,0
TXN101733,C4225,62279.0,Debit Card,BOB,12.0,Invalid Amount,3.0,2026-11-26 11:30,2026-11-26 12:07,Success,No Failure,0
TXN101734,C2316,69609.0,Net Banking,IndusInd,12.0,Insufficient Funds,1.0,2026-01-08 15:57,2026-01-08 16:27,Success,No Failure,0
TXN101735,C6699,14286.0,Credit Card,Axis,68.0,Approved,1.0,2026-04-27 06:56,2026-04-27 07:14,Success,No Failure,0
TXN101736,C7807,22466.0,Wallet,Axis,68.0,System Error,0.0,2026-08-15 10:39,,Success,No Failure,0
TXN101737,C7674,99980.0,UPI,Yes Bank,51.0,Insufficient Funds,3.0,2026-03-25 02:10,2026-03-25 02:25,Success,No Failure,0
TXN101738,C4683,87300.0,Wallet,Canara,12.0,Approved,3.0,2026-02-27 11:41,2026-02-27 12:34,Success,No Failure,0
TXN101739,C8227,73856.0,Credit Card,PNB,51.0,System Error,0.0,2026-04-16 13:11,,Success,No Failure,0
TXN101740,C4273,50105.0,Debit Card,PNB,0.0,Network Error,2.0,2026-04-16 07:44,2026-04-16 08:14,Success,No Failure,0
TXN101741,C8000,67535.0,Credit Card,ICICI,68.0,Response Timeout,0.0,2026-08-02 19:14,,Success,No Failure,0
TXN101742,C1145,73662.0,Debit Card,Axis,54.0,Invalid Amount,1.0,2026-11-01 13:29,2026-11-01 14:17,Success,No Failure,0
TXN101743,C6010,50105.0,Wallet,BOB,51.0,Expired Card,3.0,2026-10-23 19:01,2026-10-23 19:20,Failed,Unknown,0
TXN101744,C4040,87296.0,Debit Card,PNB,55.0,Invalid Amount,2.0,2026-09-19 13:25,2026-09-19 13:53,Success,No Failure,0
TXN101745,C1482,2269.0,UPI,Yes Bank,0.0,Insufficient Funds,2.0,2026-12-11 05:36,2026-12-11 06:09,Success,No Failure,0
TXN101746,C4179,63398.0,UPI,Yes Bank,96.0,Approved,1.0,2026-08-08 02:57,2026-08-08 03:14,Success,No Failure,0
TXN101747,C2249,11465.0,Debit Card,PNB,96.0,Card Declined,0.0,2026-07-18 01:16,,Success,No Failure,0
TXN101748,C1630,99179.0,Credit Card,HDFC,54.0,Insufficient Funds,3.0,2026-05-07 15:01,2026-05-07 15:56,Success,No Failure,0
TXN101749,C9853,50105.0,Credit Card,Yes Bank,54.0,Network Error,3.0,2026-01-12 19:15,2026-01-12 19:45,Success,No Failure,0
TXN101750,C3852,25736.0,Net Banking,Axis,12.0,Approved,2.0,2026-06-09 17:15,2026-06-09 17:45,Success,No Failure,0
TXN101751,C1987,50392.0,UPI,Axis,96.0,Response Timeout,0.0,2026-09-01 04:23,,Success,No Failure,0
TXN101752,C8622,64557.0,Debit Card,PNB,51.0,System Error,0.0,2026-09-02 16:10,,Success,No Failure,0
TXN101753,C8327,83630.0,UPI,BOB,51.0,Insufficient Funds,0.0,2026-07-11 13:41,,Success,No Failure,0
TXN101754,C9841,52771.0,UPI,PNB,55.0,Approved,4.0,2026-03-29 13:43,2026-03-29 14:15,Success,No Failure,0
TXN101755,C2100,37617.0,Debit Card,IndusInd,68.0,Approved,2.0,2026-04-10 00:25,2026-04-10 00:55,Success,No Failure,0
TXN101756,C7652,59978.0,UPI,IndusInd,12.0,Invalid Amount,1.0,2026-01-26 03:25,2026-01-26 03:46,Success,No Failure,0
TXN101757,C9632,57777.0,Net Banking,BOB,54.0,Insufficient Funds,4.0,2026-05-12 15:36,2026-05-12 16:33,Success,No Failure,0
TXN101758,C8421,17873.0,Credit Card,Axis,96.0,Card Declined,1.0,2026-07-27 07:19,2026-07-27 07:54,Failed,Unknown,0
TXN101759,C6016,7154.0,Wallet,Axis,54.0,Approved,1.0,2026-03-22 16:19,2026-03-22 17:16,Success,No Failure,0
TXN101760,C1769,50105.0,Wallet,BOB,51.0,Approved,2.0,2026-04-06 15:41,2026-04-06 16:11,Success,No Failure,0
TXN101761,C2343,50105.0,UPI,Axis,68.0,Approved,0.0,2026-09-24 22:26,,Success,No Failure,0
TXN101762,C5358,27083.0,Net Banking,Axis,54.0,Insufficient Funds,0.0,2026-03-26 06:28,,Success,No Failure,0
TXN101763,C7780,6860.0,Credit Card,Axis,68.0,Approved,3.0,2026-05-02 04:31,2026-05-02 05:10,Success,No Failure,0
TXN101764,C7602,7659.0,Net Banking,Axis,54.0,Approved,0.0,2026-06-18 08:11,,Success,No Failure,0
TXN101765,C3349,17152.0,UPI,IndusInd,0.0,System Error,4.0,2026-11-03 23:25,2026-11-03 23:36,Success,No Failure,0
TXN101766,C6699,71511.0,Credit Card,Canara,68.0,System Error,4.0,2026-06-30 20:30,2026-06-30 20:42,Success,No Failure,0
TXN101767,C2241,42848.0,Credit Card,HDFC,0.0,Expired Card,0.0,2026-01-07 12:32,,Success,No Failure,0
TXN101768,C2125,77257.0,Credit Card,HDFC,68.0,Network Error,1.0,2026-10-23 17:52,2026-10-23 18:46,Success,No Failure,0
TXN101769,C7764,70612.0,Net Banking,HDFC,55.0,Expired Card,3.0,2026-11-17 19:20,2026-11-17 20:18,Success,No Failure,0
TXN101770,C6101,92711.0,Net Banking,Axis,54.0,Card Declined,3.0,2026-08-27 12:41,2026-08-27 12:44,Success,No Failure,0
TXN101771,C8843,81756.0,Debit Card,Axis,54.0,Insufficient Funds,4.0,2026-10-21 23:31,2026-10-22 00:21,Success,No Failure,0
TXN101772,C1072,69312.0,Credit Card,PNB,51.0,Approved,2.0,2026-09-13 21:59,2026-09-13 22:29,Success,No Failure,0
TXN101773,C6472,90216.0,Credit Card,Axis,12.0,Approved,3.0,2026-08-05 02:57,2026-08-05 03:30,Success,No Failure,0
TXN101774,C6189,67363.0,Net Banking,IndusInd,51.0,Response Timeout,4.0,2026-03-18 15:36,2026-03-18 16:06,Success,No Failure,0
TXN101775,C3472,26755.0,UPI,PNB,96.0,Insufficient Funds,4.0,2026-11-08 22:18,2026-11-08 22:38,Failed,Permanent,26755
TXN101776,C1707,22568.0,Net Banking,PNB,0.0,Approved,3.0,2026-08-27 08:56,2026-08-27 09:24,Success,No Failure,0
TXN101777,C2804,21047.0,Net Banking,Yes Bank,0.0,Invalid Amount,1.0,2026-05-23 13:50,2026-05-23 14:05,Success,No Failure,0
TXN101778,C7704,6269.0,Debit Card,Axis,8.0,Insufficient Funds,1.0,2026-05-01 16:32,2026-05-01 17:27,Success,No Failure,0
TXN101779,C4713,79699.0,Credit Card,Yes Bank,55.0,Network Error,3.0,2026-11-11 00:50,2026-11-11 00:55,Success,No Failure,0
TXN101780,C6051,35662.0,Net Banking,HDFC,0.0,Invalid Amount,2.0,2026-06-01 21:22,2026-06-01 21:52,Success,No Failure,0
TXN101781,C3475,33934.0,Net Banking,HDFC,54.0,Card Declined,1.0,2026-04-12 15:48,2026-04-12 16:18,Success,No Failure,0
TXN101782,C4610,78391.0,Credit Card,HDFC,8.0,Approved,0.0,2026-10-15 11:36,,Failed,Temporary,0
TXN101783,C5255,50888.0,Wallet,PNB,0.0,System Error,4.0,2026-09-29 10:38,2026-09-29 11:23,Success,No Failure,0
TXN101784,C8397,51026.0,Net Banking,BOB,8.0,Card Declined,1.0,2026-03-29 20:39,2026-03-29 20:44,Success,No Failure,0
TXN101785,C2735,82596.0,Wallet,IndusInd,0.0,Card Declined,1.0,2026-09-11 20:32,2026-09-11 21:12,Success,No Failure,0
TXN101786,C9258,23588.0,Debit Card,IndusInd,12.0,Approved,2.0,2026-03-01 20:28,2026-03-01 21:06,Success,No Failure,0
TXN101787,C8979,60498.0,UPI,HDFC,96.0,Card Declined,4.0,2026-02-02 03:55,2026-02-02 04:53,Success,No Failure,0
TXN101788,C3428,20599.0,Wallet,ICICI,54.0,Card Declined,0.0,2026-04-12 17:31,,Success,No Failure,0
TXN101789,C8426,91780.0,Wallet,PNB,51.0,Invalid Amount,3.0,2026-10-29 18:48,2026-10-29 19:04,Success,No Failure,0
TXN101790,C9533,8889.0,Debit Card,PNB,55.0,Insufficient Funds,0.0,2026-08-18 15:57,,Success,No Failure,0
TXN101791,C6249,50105.0,Net Banking,Yes Bank,0.0,Response Timeout,2.0,2026-06-24 14:05,2026-06-24 14:35,Success,No Failure,0
TXN101792,C6291,32328.0,Credit Card,Yes Bank,12.0,Insufficient Funds,0.0,2026-10-02 14:16,,Success,No Failure,0
TXN101793,C3817,59120.0,Wallet,Canara,51.0,Network Error,3.0,2026-04-08 00:18,2026-04-08 01:07,Failed,Temporary,0
TXN101794,C4874,94930.0,Net Banking,PNB,12.0,Network Error,1.0,2026-12-03 23:38,2026-12-03 23:54,Success,No Failure,0
TXN101795,C5211,41211.0,Credit Card,Canara,51.0,Expired Card,0.0,2026-07-27 21:29,,Success,No Failure,0
TXN101796,C1661,89136.0,Credit Card,Axis,54.0,Invalid Amount,3.0,2026-08-19 17:55,2026-08-19 18:26,Success,No Failure,0
TXN101797,C4374,89017.0,Credit Card,HDFC,96.0,Response Timeout,1.0,2026-03-28 16:26,2026-03-28 16:42,Success,No Failure,0
TXN101798,C1207,60860.0,Credit Card,HDFC,8.0,Approved,4.0,2026-02-25 11:43,2026-02-25 12:04,Failed,Temporary,0
TXN101799,C3665,59895.0,Credit Card,Canara,12.0,Invalid Amount,2.0,2026-07-22 12:43,2026-07-22 13:13,Success,No Failure,0
TXN101800,C3493,50105.0,Wallet,HDFC,96.0,Insufficient Funds,4.0,2026-01-23 09:33,2026-01-23 10:28,Success,No Failure,0
TXN101801,C7813,3586.0,Debit Card,Canara,0.0,System Error,4.0,2026-08-15 21:42,2026-08-15 22:03,Success,No Failure,0
TXN101802,C1632,15360.0,Net Banking,Axis,54.0,Invalid Amount,2.0,2026-12-24 19:23,2026-12-24 20:01,Failed,Unknown,0
TXN101803,C4083,34042.0,Wallet,ICICI,68.0,Approved,4.0,2026-08-12 01:12,2026-08-12 01:53,Success,No Failure,0
TXN101804,C4719,50105.0,Net Banking,ICICI,68.0,Insufficient Funds,2.0,2026-04-13 03:11,2026-04-13 03:15,Success,No Failure,0
TXN101805,C8123,57050.0,Wallet,ICICI,55.0,System Error,0.0,2026-09-05 13:09,,Success,No Failure,0
TXN101806,C2679,98313.0,UPI,PNB,54.0,Approved,0.0,2026-06-15 11:53,,Success,No Failure,0
TXN101807,C1236,41065.0,UPI,Yes Bank,55.0,Invalid Amount,3.0,2026-02-09 10:49,2026-02-09 11:33,Success,No Failure,0
TXN101808,C8446,87416.0,UPI,Canara,8.0,Approved,0.0,2026-07-13 09:44,,Success,No Failure,0
TXN101809,C5443,38733.0,Credit Card,ICICI,8.0,Approved,0.0,2026-09-19 22:41,,Success,No Failure,0
TXN101810,C7770,90988.0,Debit Card,HDFC,51.0,Approved,4.0,2026-03-02 21:46,2026-03-02 22:00,Success,No Failure,0
TXN101811,C7099,81757.0,Wallet,HDFC,12.0,System Error,2.0,2026-11-26 14:26,2026-11-26 15:18,Success,No Failure,0
TXN101812,C9555,49208.0,Credit Card,Axis,55.0,System Error,3.0,2026-08-08 21:09,2026-08-08 22:03,Failed,Permanent,49208
TXN101813,C3368,20361.0,Wallet,BOB,12.0,System Error,2.0,2026-10-28 18:16,2026-10-28 18:20,Success,No Failure,0
TXN101814,C1285,9869.0,Debit Card,IndusInd,54.0,Approved,4.0,2026-03-20 10:11,2026-03-20 10:40,Success,No Failure,0
TXN101815,C1148,75900.0,Credit Card,Canara,51.0,Network Error,3.0,2026-05-08 15:46,2026-05-08 16:16,Success,No Failure,0
TXN101816,C5037,76156.0,Credit Card,Axis,51.0,Insufficient Funds,2.0,2026-07-31 17:26,2026-07-31 17:52,Success,No Failure,0
TXN101817,C7549,50105.0,Wallet,HDFC,54.0,Insufficient Funds,1.0,2026-10-05 12:58,2026-10-05 13:31,Success,No Failure,0
TXN101818,C8121,68589.0,Credit Card,ICICI,51.0,Card Declined,1.0,2026-07-16 16:33,2026-07-16 17:03,Failed,Unknown,0
TXN101819,C5895,70425.0,UPI,Canara,0.0,Network Error,0.0,2026-05-30 02:06,,Failed,Temporary,0
TXN101820,C6280,77125.0,Net Banking,Axis,8.0,Approved,3.0,2026-09-28 06:02,2026-09-28 06:29,Success,No Failure,0
TXN101821,C2012,58728.0,Wallet,ICICI,54.0,Network Error,3.0,2026-06-06 05:48,2026-06-06 06:30,Success,No Failure,0
TXN101822,C3785,38590.0,Wallet,Axis,0.0,Network Error,4.0,2026-04-01 00:48,2026-04-01 01:18,Failed,Permanent,38590
TXN101823,C4725,45057.0,UPI,HDFC,54.0,Approved,3.0,2026-07-01 01:57,2026-07-01 02:05,Success,No Failure,0
TXN101824,C5576,78803.0,Net Banking,Axis,12.0,Network Error,3.0,2026-01-08 14:24,2026-01-08 14:32,Success,No Failure,0
TXN101825,C6782,16566.0,Credit Card,IndusInd,51.0,Response Timeout,1.0,2026-05-23 05:10,2026-05-23 05:54,Success,No Failure,0
TXN101826,C7257,6804.0,Net Banking,BOB,54.0,Insufficient Funds,4.0,2026-03-14 12:11,2026-03-14 12:38,Success,No Failure,0
TXN101827,C3408,79263.0,Credit Card,Axis,0.0,Expired Card,3.0,2026-01-11 22:57,2026-01-11 23:06,Pending,Permanent,0
TXN101828,C1340,72334.0,Debit Card,Axis,12.0,Network Error,2.0,2026-02-13 22:20,2026-02-13 23:09,Success,No Failure,0
TXN101829,C3817,50105.0,UPI,HDFC,12.0,Response Timeout,4.0,2026-05-05 06:12,2026-05-05 06:31,Success,No Failure,0
TXN101830,C3496,76342.0,Credit Card,Canara,54.0,Insufficient Funds,2.0,2026-12-17 02:16,2026-12-17 02:48,Success,No Failure,0
TXN101831,C6962,37578.0,Debit Card,PNB,0.0,Approved,1.0,2026-03-29 19:21,2026-03-29 20:07,Success,No Failure,0
TXN101832,C6299,14101.0,UPI,ICICI,12.0,Invalid Amount,1.0,2026-07-27 04:05,2026-07-27 04:35,Success,No Failure,0
TXN101833,C8574,59930.0,UPI,Axis,55.0,System Error,2.0,2026-01-12 00:49,2026-01-12 01:24,Success,No Failure,0
TXN101834,C2689,95646.0,Wallet,Axis,0.0,Invalid Amount,3.0,2026-01-16 18:33,2026-01-16 18:46,Success,No Failure,0
TXN101835,C4267,50105.0,Credit Card,Axis,55.0,Response Timeout,1.0,2026-07-10 04:57,2026-07-10 05:48,Success,No Failure,0
TXN101836,C5406,87070.0,Net Banking,BOB,54.0,Network Error,4.0,2026-03-24 10:52,2026-03-24 11:03,Success,No Failure,0
TXN101837,C9453,42230.0,Net Banking,Axis,55.0,Insufficient Funds,3.0,2026-07-10 10:10,2026-07-10 10:58,Success,No Failure,0
TXN101838,C2442,6450.0,Net Banking,IndusInd,96.0,Approved,4.0,2026-09-21 20:15,2026-09-21 20:45,Pending,Permanent,0
TXN101839,C9597,53509.0,Credit Card,Yes Bank,0.0,Network Error,2.0,2026-09-24 00:46,2026-09-24 01:21,Success,No Failure,0
TXN101840,C5437,25777.0,Debit Card,BOB,51.0,Network Error,1.0,2026-03-22 15:48,2026-03-22 16:09,Success,No Failure,0
TXN101841,C6435,64444.0,Credit Card,Axis,0.0,Expired Card,2.0,2026-06-02 22:46,2026-06-02 22:50,Success,No Failure,0
TXN101842,C9435,72623.0,Net Banking,Axis,54.0,Approved,4.0,2026-04-17 01:01,2026-04-17 01:35,Success,No Failure,0
TXN101843,C5107,42253.0,Credit Card,Axis,51.0,Approved,4.0,2026-09-29 21:21,2026-09-29 21:32,Success,No Failure,0
TXN101844,C1560,50105.0,Net Banking,Axis,8.0,Invalid Amount,4.0,2026-10-15 05:01,2026-10-15 05:31,Success,No Failure,0
TXN101845,C9785,53705.0,Net Banking,Yes Bank,96.0,Invalid Amount,0.0,2026-11-23 10:09,,Success,No Failure,0
TXN101846,C6548,64982.0,Credit Card,Yes Bank,54.0,System Error,1.0,2026-01-16 18:00,2026-01-16 18:10,Success,No Failure,0
TXN101847,C2826,86566.0,Wallet,Axis,8.0,Response Timeout,1.0,2026-10-18 05:38,2026-10-18 06:07,Success,No Failure,0
TXN101848,C8629,50105.0,Debit Card,Canara,55.0,Approved,3.0,2026-03-15 02:12,2026-03-15 02:21,Success,No Failure,0
TXN101849,C9325,33477.0,Debit Card,BOB,96.0,Expired Card,1.0,2026-08-22 13:11,2026-08-22 13:23,Failed,Permanent,33477
TXN101850,C4138,64980.0,UPI,HDFC,51.0,Card Declined,4.0,2026-02-13 23:02,2026-02-13 23:21,Success,No Failure,0
TXN101851,C8693,37234.0,Debit Card,PNB,55.0,Approved,3.0,2026-02-07 13:10,2026-02-07 13:22,Success,No Failure,0
TXN101852,C9264,76954.0,Debit Card,BOB,54.0,Response Timeout,0.0,2026-04-08 22:07,,Success,No Failure,0
TXN101853,C8842,67286.0,Net Banking,HDFC,55.0,Approved,2.0,2026-11-16 10:43,2026-11-16 11:37,Success,No Failure,0
