Customer_ID,Customer_Name,Customer_Segment,Customer_Age,Account_Created_Time
C1277,Customer C1277,Bronze,62,2025-01-01
C8059,Customer C8059,Bronze,24,2025-01-01
C2265,Customer C2265,Gold,58,2025-01-01
C8491,Customer C8491,Bronze,29,2025-01-01
C2040,Customer C2040,Bronze,31,2025-01-01
C9073,Customer C9073,Bronze,63,2025-01-01
C3752,Customer C3752,Bronze,32,2025-01-01
C9213,Customer C9213,Bronze,20,2025-01-01
C5569,Customer C5569,Gold,32,2025-01-01
C7353,Customer C7353,Bronze,68,2025-01-01
C3353,Customer C3353,Bronze,41,2025-01-01
C8437,Customer C8437,Gold,69,2025-01-01
C5799,Customer C5799,Gold,63,2025-01-01
C1686,Customer C1686,Bronze,25,2025-01-01
C9476,Customer C9476,Bronze,22,2025-01-01
C5811,Customer C5811,Silver,68,2025-01-01
C9954,Customer C9954,Silver,21,2025-01-01
C6346,Customer C6346,Silver,31,2025-01-01
C6043,Customer C6043,Silver,33,2025-01-01
C3428,Customer C3428,Silver,37,2025-01-01
C9220,Customer C9220,Bronze,41,2025-01-01
C8813,Customer C8813,Silver,23,2025-01-01
C4356,Customer C4356,Bronze,72,2025-01-01
C9707,Customer C9707,Silver,74,2025-01-01
C7540,Customer C7540,Silver,48,2025-01-01
C4342,Customer C4342,Bronze,52,2025-01-01
C3844,Customer C3844,Bronze,32,2025-01-01
C2098,Customer C2098,Bronze,46,2025-01-01
C2823,Customer C2823,Silver,20,2025-01-01
C4155,Customer C4155,Bronze,28,2025-01-01
C4093,Customer C4093,Silver,20,2025-01-01
C6658,Customer C6658,Bronze,45,2025-01-01
C3896,Customer C3896,Silver,67,2025-01-01
C1988,Customer C1988,Silver,50,2025-01-01
C5116,Customer C5116,Bronze,65,2025-01-01
C7446,Customer C7446,Gold,33,2025-01-01
C5179,Customer C5179,Bronze,27,2025-01-01
C2682,Customer C2682,Bronze,50,2025-01-01
C8424,Customer C8424,Bronze,20,2025-01-01
C1933,Customer C1933,Gold,22,2025-01-01
C4598,Customer C4598,Bronze,29,2025-01-01
C2980,Customer C2980,Silver,74,2025-01-01
C4056,Customer C4056,Silver,61,2025-01-01
C9984,Customer C9984,Bronze,30,2025-01-01
C1791,Customer C1791,Silver,41,2025-01-01
C7635,Customer C7635,Bronze,61,2025-01-01
C2607,Customer C2607,Bronze,49,2025-01-01
C6179,Customer C6179,Gold,33,2025-01-01
C7573,Customer C7573,Gold,49,2025-01-01
C6776,Customer C6776,Bronze,62,2025-01-01
C4676,Customer C4676,Bronze,54,2025-01-01
C4380,Customer C4380,Silver,73,2025-01-01
C9711,Customer C9711,Bronze,53,2025-01-01
C9782,Customer C9782,Silver,38,2025-01-01
C2050,Customer C2050,Bronze,64,2025-01-01
C4633,Customer C4633,Bronze,29,2025-01-01
C7342,Customer C7342,Silver,68,2025-01-01
C1959,Customer C1959,Bronze,38,2025-01-01
C7059,Customer C7059,Gold,68,2025-01-01
C9884,Customer C9884,Gold,38,2025-01-01
C5473,Customer C5473,Bronze,70,2025-01-01
C3946,Customer C3946,Gold,23,2025-01-01
C8725,Customer C8725,Gold,26,2025-01-01
C1526,Customer C1526,Bronze,18,2025-01-01
C4224,Customer C4224,Silver,29,2025-01-01
C2875,Customer C2875,Bronze,31,2025-01-01
C2763,Customer C2763,Bronze,23,2025-01-01
C9712,Customer C9712,Silver,18,2025-01-01
C7644,Customer C7644,Bronze,39,2025-01-01
C1116,Customer C1116,Gold,51,2025-01-01
C1583,Customer C1583,Bronze,73,2025-01-01
C9586,Customer C9586,Silver,28,2025-01-01
C4788,Customer C4788,Bronze,20,2025-01-01
C5167,Customer C5167,Bronze,59,2025-01-01
C9465,Customer C9465,Silver,23,2025-01-01
C9357,Customer C9357,Bronze,23,2025-01-01
C7154,Customer C7154,Bronze,37,2025-01-01
C6420,Customer C6420,Bronze,38,2025-01-01
C9920,Customer C9920,Bronze,19,2025-01-01
C3043,Customer C3043,Silver,43,2025-01-01
C4496,Customer C4496,Bronze,48,2025-01-01
C1778,Customer C1778,Bronze,43,2025-01-01
C1213,Customer C1213,Bronze,73,2025-01-01
C4762,Customer C4762,Bronze,49,2025-01-01
C4117,Customer C4117,Bronze,27,2025-01-01
C9783,Customer C9783,Bronze,40,2025-01-01
C3720,Customer C3720,Bronze,23,2025-01-01
C7047,Customer C7047,Silver,40,2025-01-01
C9032,Customer C9032,Silver,45,2025-01-01
C1001,Customer C1001,Bronze,66,2025-01-01
C7368,Customer C7368,Bronze,47,2025-01-01
C2949,Customer C2949,Bronze,31,2025-01-01
C7732,Customer C7732,Bronze,54,2025-01-01
C8833,Customer C8833,Bronze,72,2025-01-01
C1917,Customer C1917,Bronze,49,2025-01-01
C4174,Customer C4174,Bronze,66,2025-01-01
C8014,Customer C8014,Bronze,51,2025-01-01
C1089,Customer C1089,Bronze,58,2025-01-01
C2709,Customer C2709,Bronze,61,2025-01-01
C4041,Customer C4041,Bronze,68,2025-01-01
C1105,Customer C1105,Bronze,39,2025-01-01
C9619,Customer C9619,Bronze,48,2025-01-01
C9508,Customer C9508,Bronze,24,2025-01-01
C7082,Customer C7082,Bronze,58,2025-01-01
C1634,Customer C1634,Bronze,38,2025-01-01
C2925,Customer C2925,Bronze,33,2025-01-01
C3056,Customer C3056,Bronze,37,2025-01-01
C7917,Customer C7917,Bronze,60,2025-01-01
C4144,Customer C4144,Bronze,61,2025-01-01
C1552,Customer C1552,Silver,64,2025-01-01
C9907,Customer C9907,Bronze,67,2025-01-01
C6383,Customer C6383,Bronze,36,2025-01-01
C4911,Customer C4911,Silver,65,2025-01-01
C4389,Customer C4389,Bronze,49,2025-01-01
C9442,Customer C9442,Bronze,32,2025-01-01
C3430,Customer C3430,Silver,22,2025-01-01
C1207,Customer C1207,Bronze,32,2025-01-01
C1899,Customer C1899,Bronze,46,2025-01-01
C1021,Customer C1021,Bronze,67,2025-01-01
C9601,Customer C9601,Bronze,62,2025-01-01
C1894,Customer C1894,Bronze,21,2025-01-01
C8294,Customer C8294,Bronze,53,2025-01-01
C5904,Customer C5904,Gold,65,2025-01-01
C8867,Customer C8867,Gold,40,2025-01-01
C5109,Customer C5109,Bronze,32,2025-01-01
C8179,Customer C8179,Silver,63,2025-01-01
C2560,Customer C2560,Bronze,61,2025-01-01
C2266,Customer C2266,Silver,20,2025-01-01
C4638,Customer C4638,Bronze,49,2025-01-01
C9941,Customer C9941,Bronze,27,2025-01-01
C4427,Customer C4427,Bronze,57,2025-01-01
C2927,Customer C2927,Bronze,55,2025-01-01
C3356,Customer C3356,Bronze,39,2025-01-01
C5790,Customer C5790,Silver,31,2025-01-01
C1306,Customer C1306,Silver,34,2025-01-01
C8979,Customer C8979,Bronze,38,2025-01-01
C4665,Customer C4665,Bronze,68,2025-01-01
C8057,Customer C8057,Bronze,65,2025-01-01
C1661,Customer C1661,Silver,32,2025-01-01
C5644,Customer C5644,Gold,32,2025-01-01
C9503,Customer C9503,Gold,18,2025-01-01
C3920,Customer C3920,Silver,41,2025-01-01
C9946,Customer C9946,Bronze,72,2025-01-01
C7236,Customer C7236,Bronze,72,2025-01-01
C7078,Customer C7078,Bronze,29,2025-01-01
C1352,Customer C1352,Gold,27,2025-01-01
C8005,Customer C8005,Bronze,63,2025-01-01
C1158,Customer C1158,Bronze,59,2025-01-01
C3071,Customer C3071,Silver,59,2025-01-01
C9595,Customer C9595,Bronze,69,2025-01-01
C4453,Customer C4453,Bronze,48,2025-01-01
C7675,Customer C7675,Silver,28,2025-01-01
C1955,Customer C1955,Bronze,71,2025-01-01
C2712,Customer C2712,Bronze,33,2025-01-01
C5703,Customer C5703,Silver,26,2025-01-01
C7563,Customer C7563,Silver,64,2025-01-01
C6631,Customer C6631,Gold,31,2025-01-01
C2394,Customer C2394,Bronze,36,2025-01-01
C5732,Customer C5732,Bronze,48,2025-01-01
C4714,Customer C4714,Silver,26,2025-01-01
C1529,Customer C1529,Bronze,53,2025-01-01
C3958,Customer C3958,Bronze,70,2025-01-01
C8904,Customer C8904,Silver,56,2025-01-01
C4591,Customer C4591,Bronze,71,2025-01-01
C7895,Customer C7895,Bronze,43,2025-01-01
C1525,Customer C1525,Bronze,25,2025-01-01
C7477,Customer C7477,Bronze,41,2025-01-01
C1374,Customer C1374,Bronze,25,2025-01-01
C5648,Customer C5648,Bronze,36,2025-01-01
C3365,Customer C3365,Silver,64,2025-01-01
C2525,Customer C2525,Gold,65,2025-01-01
C1013,Customer C1013,Bronze,47,2025-01-01
C5599,Customer C5599,Bronze,39,2025-01-01
C3278,Customer C3278,Bronze,72,2025-01-01
C9321,Customer C9321,Bronze,26,2025-01-01
C4814,Customer C4814,Silver,61,2025-01-01
C4216,Customer C4216,Silver,65,2025-01-01
C9219,Customer C9219,Silver,21,2025-01-01
C3113,Customer C3113,Bronze,54,2025-01-01
C5356,Customer C5356,Bronze,25,2025-01-01
C6543,Customer C6543,Bronze,18,2025-01-01
C8062,Customer C8062,Bronze,45,2025-01-01
C7430,Customer C7430,Silver,23,2025-01-01
C4466,Customer C4466,Gold,64,2025-01-01
C4081,Customer C4081,Bronze,53,2025-01-01
C1629,Customer C1629,Silver,70,2025-01-01
C1269,Customer C1269,Bronze,28,2025-01-01
C6724,Customer C6724,Bronze,22,2025-01-01
C6897,Customer C6897,Bronze,67,2025-01-01
C7276,Customer C7276,Bronze,41,2025-01-01
C8115,Customer C8115,Bronze,64,2025-01-01
C7656,Customer C7656,Silver,35,2025-01-01
C1575,Customer C1575,Silver,37,2025-01-01
C8029,Customer C8029,Bronze,45,2025-01-01
C7099,Customer C7099,Bronze,30,2025-01-01
C4192,Customer C4192,Silver,22,2025-01-01
C7052,Customer C7052,Silver,18,2025-01-01
C7116,Customer C7116,Bronze,39,2025-01-01
C4568,Customer C4568,Gold,35,2025-01-01
C3203,Customer C3203,Bronze,63,2025-01-01
C2390,Customer C2390,Silver,22,2025-01-01
C2742,Customer C2742,Bronze,48,2025-01-01
C1619,Customer C1619,Silver,23,2025-01-01
C2274,Customer C2274,Bronze,44,2025-01-01
C2939,Customer C2939,Bronze,73,2025-01-01
C4953,Customer C4953,Bronze,42,2025-01-01
C1968,Customer C1968,Bronze,46,2025-01-01
C1281,Customer C1281,Silver,45,2025-01-01
C7262,Customer C7262,Silver,33,2025-01-01
C2058,Customer C2058,Gold,71,2025-01-01
C5293,Customer C5293,Bronze,70,2025-01-01
C6178,Customer C6178,Silver,29,2025-01-01
C7980,Customer C7980,Silver,37,2025-01-01
C2229,Customer C2229,Bronze,35,2025-01-01
C5585,Customer C5585,Bronze,51,2025-01-01
C9467,Customer C9467,Silver,72,2025-01-01
C3740,Customer C3740,Gold,70,2025-01-01
C3289,Customer C3289,Silver,40,2025-01-01
C2239,Customer C2239,Bronze,62,2025-01-01
C8473,Customer C8473,Bronze,44,2025-01-01
C8351,Customer C8351,Bronze,66,2025-01-01
C7638,Customer C7638,Silver,34,2025-01-01
C7570,Customer C7570,Silver,65,2025-01-01
C4249,Customer C4249,Bronze,38,2025-01-01
C8595,Customer C8595,Silver,67,2025-01-01
C7294,Customer C7294,Bronze,57,2025-01-01
C7527,Customer C7527,Gold,48,2025-01-01
C6757,Customer C6757,Bronze,20,2025-01-01
C1891,Customer C1891,Bronze,67,2025-01-01
C5470,Customer C5470,Bronze,43,2025-01-01
C8175,Customer C8175,Bronze,40,2025-01-01
C9320,Customer C9320,Bronze,23,2025-01-01
C7812,Customer C7812,Bronze,45,2025-01-01
C2198,Customer C2198,Bronze,72,2025-01-01
C6238,Customer C6238,Bronze,62,2025-01-01
C7089,Customer C7089,Bronze,25,2025-01-01
C7257,Customer C7257,Silver,36,2025-01-01
C8705,Customer C8705,Bronze,55,2025-01-01
C1986,Customer C1986,Gold,46,2025-01-01
C5440,Customer C5440,Silver,40,2025-01-01
C5909,Customer C5909,Bronze,64,2025-01-01
C9125,Customer C9125,Bronze,49,2025-01-01
C4291,Customer C4291,Bronze,27,2025-01-01
C1703,Customer C1703,Silver,66,2025-01-01
C9133,Customer C9133,Gold,18,2025-01-01
C6704,Customer C6704,Bronze,56,2025-01-01
C8848,Customer C8848,Bronze,46,2025-01-01
C4828,Customer C4828,Silver,20,2025-01-01
C4230,Customer C4230,Bronze,68,2025-01-01
C1488,Customer C1488,Bronze,64,2025-01-01
C4173,Customer C4173,Bronze,54,2025-01-01
C2667,Customer C2667,Silver,48,2025-01-01
C5114,Customer C5114,Bronze,28,2025-01-01
C4553,Customer C4553,Bronze,39,2025-01-01
C8761,Customer C8761,Gold,35,2025-01-01
C2000,Customer C2000,Silver,52,2025-01-01
C2388,Customer C2388,Silver,23,2025-01-01
C4712,Customer C4712,Bronze,20,2025-01-01
C2367,Customer C2367,Bronze,22,2025-01-01
C9189,Customer C9189,Gold,26,2025-01-01
C1454,Customer C1454,Bronze,45,2025-01-01
C3772,Customer C3772,Bronze,36,2025-01-01
C4726,Customer C4726,Bronze,45,2025-01-01
C8232,Customer C8232,Bronze,44,2025-01-01
C3875,Customer C3875,Bronze,30,2025-01-01
C2440,Customer C2440,Silver,55,2025-01-01
C9927,Customer C9927,Gold,60,2025-01-01
C8010,Customer C8010,Gold,70,2025-01-01
C8117,Customer C8117,Bronze,38,2025-01-01
C3989,Customer C3989,Bronze,44,2025-01-01
C7228,Customer C7228,Bronze,63,2025-01-01
C7471,Customer C7471,Silver,23,2025-01-01
C3863,Customer C3863,Bronze,55,2025-01-01
C2177,Customer C2177,Silver,66,2025-01-01
C6252,Customer C6252,Bronze,58,2025-01-01
C5399,Customer C5399,Gold,70,2025-01-01
C9234,Customer C9234,Gold,34,2025-01-01
C9212,Customer C9212,Bronze,73,2025-01-01
C1406,Customer C1406,Bronze,56,2025-01-01
C5431,Customer C5431,Gold,24,2025-01-01
C6243,Customer C6243,Bronze,47,2025-01-01
C7542,Customer C7542,Bronze,38,2025-01-01
C7936,Customer C7936,Bronze,18,2025-01-01
C9906,Customer C9906,Bronze,42,2025-01-01
C1140,Customer C1140,Bronze,49,2025-01-01
C5882,Customer C5882,Bronze,74,2025-01-01
C7012,Customer C7012,Bronze,25,2025-01-01
C1963,Customer C1963,Bronze,22,2025-01-01
C8151,Customer C8151,Gold,47,2025-01-01
C9564,Customer C9564,Silver,68,2025-01-01
C7894,Customer C7894,Silver,25,2025-01-01
C7787,Customer C7787,Silver,66,2025-01-01
C3137,Customer C3137,Bronze,36,2025-01-01
C5445,Customer C5445,Bronze,61,2025-01-01
C2286,Customer C2286,Gold,72,2025-01-01
C8052,Customer C8052,Bronze,47,2025-01-01
C4654,Customer C4654,Bronze,32,2025-01-01
C3359,Customer C3359,Silver,53,2025-01-01
C9105,Customer C9105,Bronze,72,2025-01-01
C9636,Customer C9636,Bronze,61,2025-01-01
C7441,Customer C7441,Gold,44,2025-01-01
C6047,Customer C6047,Silver,30,2025-01-01
C9227,Customer C9227,Bronze,31,2025-01-01
C6203,Customer C6203,Gold,54,2025-01-01
C2798,Customer C2798,Silver,71,2025-01-01
C6291,Customer C6291,Silver,65,2025-01-01
C6495,Customer C6495,Bronze,47,2025-01-01
C7284,Customer C7284,Bronze,56,2025-01-01
C8285,Customer C8285,Silver,64,2025-01-01
C2300,Customer C2300,Silver,30,2025-01-01
C7869,Customer C7869,Silver,33,2025-01-01
C4097,Customer C4097,Bronze,61,2025-01-01
C5616,Customer C5616,Bronze,24,2025-01-01
C6752,Customer C6752,Silver,65,2025-01-01
C2072,Customer C2072,Bronze,72,2025-01-01
C4225,Customer C4225,Bronze,44,2025-01-01
C2316,Customer C2316,Bronze,62,2025-01-01
C7807,Customer C7807,Silver,72,2025-01-01
C7674,Customer C7674,Silver,52,2025-01-01
C4683,Customer C4683,Bronze,32,2025-01-01
C8227,Customer C8227,Bronze,45,2025-01-01
C4273,Customer C4273,Silver,52,2025-01-01
C8000,Customer C8000,Bronze,24,2025-01-01
C6010,Customer C6010,Bronze,67,2025-01-01
C4040,Customer C4040,Gold,63,2025-01-01
C1482,Customer C1482,Bronze,67,2025-01-01
C4179,Customer C4179,Gold,68,2025-01-01
C2249,Customer C2249,Bronze,63,2025-01-01
C9853,Customer C9853,Bronze,49,2025-01-01
C3852,Customer C3852,Gold,55,2025-01-01
C1987,Customer C1987,Bronze,57,2025-01-01
C8622,Customer C8622,Bronze,49,2025-01-01
C8327,Customer C8327,Gold,43,2025-01-01
C9841,Customer C9841,Bronze,56,2025-01-01
C2100,Customer C2100,Bronze,37,2025-01-01
C7652,Customer C7652,Bronze,35,2025-01-01
C9632,Customer C9632,Silver,67,2025-01-01
C2343,Customer C2343,Bronze,32,2025-01-01
C5358,Customer C5358,Bronze,69,2025-01-01
C7602,Customer C7602,Bronze,68,2025-01-01
C3349,Customer C3349,Gold,39,2025-01-01
C2241,Customer C2241,Gold,70,2025-01-01
C2125,Customer C2125,Silver,38,2025-01-01
C7764,Customer C7764,Silver,19,2025-01-01
C6101,Customer C6101,Silver,57,2025-01-01
C8843,Customer C8843,Bronze,70,2025-01-01
C1072,Customer C1072,Silver,60,2025-01-01
C6472,Customer C6472,Bronze,35,2025-01-01
C6189,Customer C6189,Bronze,40,2025-01-01
C1707,Customer C1707,Silver,30,2025-01-01
C2804,Customer C2804,Bronze,58,2025-01-01
C4713,Customer C4713,Silver,26,2025-01-01
C3475,Customer C3475,Bronze,66,2025-01-01
C5255,Customer C5255,Silver,24,2025-01-01
C8397,Customer C8397,Bronze,58,2025-01-01
C2735,Customer C2735,Silver,71,2025-01-01
C8426,Customer C8426,Silver,18,2025-01-01
C3817,Customer C3817,Bronze,19,2025-01-01
C4874,Customer C4874,Bronze,21,2025-01-01
C5211,Customer C5211,Bronze,31,2025-01-01
C3665,Customer C3665,Bronze,49,2025-01-01
C3493,Customer C3493,Silver,53,2025-01-01
C7813,Customer C7813,Gold,19,2025-01-01
C1632,Customer C1632,Bronze,57,2025-01-01
C4083,Customer C4083,Silver,67,2025-01-01
C8123,Customer C8123,Silver,68,2025-01-01
C1236,Customer C1236,Bronze,31,2025-01-01
C8446,Customer C8446,Silver,37,2025-01-01
C5443,Customer C5443,Silver,42,2025-01-01
C7770,Customer C7770,Bronze,59,2025-01-01
C9555,Customer C9555,Bronze,66,2025-01-01
C1285,Customer C1285,Bronze,25,2025-01-01
C1148,Customer C1148,Gold,45,2025-01-01
C5037,Customer C5037,Gold,63,2025-01-01
C7549,Customer C7549,Silver,38,2025-01-01
C8121,Customer C8121,Bronze,40,2025-01-01
C5895,Customer C5895,Bronze,49,2025-01-01
C2012,Customer C2012,Bronze,48,2025-01-01
C3785,Customer C3785,Silver,54,2025-01-01
C4725,Customer C4725,Gold,33,2025-01-01
C5576,Customer C5576,Gold,57,2025-01-01
C6782,Customer C6782,Silver,59,2025-01-01
C3408,Customer C3408,Bronze,44,2025-01-01
C1340,Customer C1340,Bronze,57,2025-01-01
C3496,Customer C3496,Bronze,58,2025-01-01
C6962,Customer C6962,Silver,35,2025-01-01
C2689,Customer C2689,Silver,52,2025-01-01
C5406,Customer C5406,Bronze,66,2025-01-01
C2442,Customer C2442,Bronze,32,2025-01-01
C9597,Customer C9597,Bronze,70,2025-01-01
C5437,Customer C5437,Bronze,44,2025-01-01
C6435,Customer C6435,Bronze,34,2025-01-01
C9435,Customer C9435,Bronze,57,2025-01-01
C1560,Customer C1560,Silver,19,2025-01-01
C9785,Customer C9785,Bronze,66,2025-01-01
C6548,Customer C6548,Bronze,67,2025-01-01
C2826,Customer C2826,Bronze,48,2025-01-01
C9325,Customer C9325,Bronze,54,2025-01-01
C4138,Customer C4138,Bronze,58,2025-01-01
C9264,Customer C9264,Bronze,58,2025-01-01
C8842,Customer C8842,Bronze,51,2025-01-01
C7721,Customer C7721,Bronze,51,2025-01-01
C8373,Customer C8373,Bronze,72,2025-01-01
C6907,Customer C6907,Silver,20,2025-01-01
C7097,Customer C7097,Bronze,34,2025-01-01
C6656,Customer C6656,Bronze,31,2025-01-01
C5259,Customer C5259,Bronze,31,2025-01-01
C9286,Customer C9286,Bronze,63,2025-01-01
C6901,Customer C6901,Gold,55,2025-01-01
C5917,Customer C5917,Silver,52,2025-01-01
C9429,Customer C9429,Gold,18,2025-01-01
C3530,Customer C3530,Gold,65,2025-01-01
C2960,Customer C2960,Silver,46,2025-01-01
C8045,Customer C8045,Bronze,21,2025-01-01
C2048,Customer C2048,Bronze,50,2025-01-01
C6772,Customer C6772,Gold,34,2025-01-01
C3964,Customer C3964,Bronze,67,2025-01-01
C8137,Customer C8137,Silver,43,2025-01-01
C8340,Customer C8340,Bronze,25,2025-01-01
C9734,Customer C9734,Bronze,35,2025-01-01
C1845,Customer C1845,Silver,48,2025-01-01
C4036,Customer C4036,Bronze,33,2025-01-01
C6947,Customer C6947,Bronze,27,2025-01-01
C3494,Customer C3494,Bronze,57,2025-01-01
C2884,Customer C2884,Silver,29,2025-01-01
C5349,Customer C5349,Bronze,39,2025-01-01
C7610,Customer C7610,Bronze,33,2025-01-01
C8154,Customer C8154,Bronze,29,2025-01-01
C7488,Customer C7488,Bronze,28,2025-01-01
C7525,Customer C7525,Bronze,37,2025-01-01
C1689,Customer C1689,Silver,68,2025-01-01
C9648,Customer C9648,Silver,44,2025-01-01
C6078,Customer C6078,Bronze,20,2025-01-01
C6448,Customer C6448,Bronze,29,2025-01-01
C2179,Customer C2179,Bronze,47,2025-01-01
C7406,Customer C7406,Silver,26,2025-01-01
C9591,Customer C9591,Gold,70,2025-01-01
C7907,Customer C7907,Gold,71,2025-01-01
C2638,Customer C2638,Bronze,54,2025-01-01
C6671,Customer C6671,Bronze,18,2025-01-01
C7928,Customer C7928,Silver,59,2025-01-01
C2403,Customer C2403,Bronze,21,2025-01-01
C4292,Customer C4292,Silver,32,2025-01-01
C5517,Customer C5517,Bronze,68,2025-01-01
C4302,Customer C4302,Bronze,44,2025-01-01
C8857,Customer C8857,Bronze,25,2025-01-01
C8870,Customer C8870,Bronze,40,2025-01-01
C6693,Customer C6693,Bronze,32,2025-01-01
C1767,Customer C1767,Bronze,44,2025-01-01
C3044,Customer C3044,Bronze,48,2025-01-01
C2549,Customer C2549,Bronze,56,2025-01-01
C7140,Customer C7140,Bronze,64,2025-01-01
C4716,Customer C4716,Silver,25,2025-01-01
C5481,Customer C5481,Bronze,47,2025-01-01
C8898,Customer C8898,Bronze,72,2025-01-01
C3293,Customer C3293,Gold,35,2025-01-01
C5837,Customer C5837,Bronze,21,2025-01-01
C8758,Customer C8758,Bronze,64,2025-01-01
C7793,Customer C7793,Bronze,60,2025-01-01
C8638,Customer C8638,Silver,39,2025-01-01
C8993,Customer C8993,Bronze,20,2025-01-01
C7007,Customer C7007,Bronze,32,2025-01-01
C6542,Customer C6542,Bronze,52,2025-01-01
C7356,Customer C7356,Bronze,64,2025-01-01
C8380,Customer C8380,Silver,55,2025-01-01
C5592,Customer C5592,Silver,65,2025-01-01
C5798,Customer C5798,Bronze,18,2025-01-01
C7036,Customer C7036,Bronze,70,2025-01-01
C3355,Customer C3355,Silver,66,2025-01-01
C6887,Customer C6887,Bronze,43,2025-01-01
C8961,Customer C8961,Silver,25,2025-01-01
C6827,Customer C6827,Bronze,67,2025-01-01
C9737,Customer C9737,Bronze,33,2025-01-01
C1593,Customer C1593,Silver,55,2025-01-01
C5839,Customer C5839,Silver,27,2025-01-01
C8394,Customer C8394,Silver,59,2025-01-01
C4493,Customer C4493,Bronze,54,2025-01-01
C7164,Customer C7164,Silver,43,2025-01-01
C3672,Customer C3672,Bronze,45,2025-01-01
C5200,Customer C5200,Bronze,29,2025-01-01
C1016,Customer C1016,Gold,37,2025-01-01
C4191,Customer C4191,Silver,66,2025-01-01
C1392,Customer C1392,Bronze,31,2025-01-01
C9616,Customer C9616,Silver,63,2025-01-01
C7272,Customer C7272,Bronze,52,2025-01-01
C4631,Customer C4631,Bronze,46,2025-01-01
C8177,Customer C8177,Bronze,29,2025-01-01
C9123,Customer C9123,Bronze,35,2025-01-01
C3279,Customer C3279,Silver,61,2025-01-01
C9980,Customer C9980,Bronze,19,2025-01-01
C8451,Customer C8451,Silver,19,2025-01-01
C3247,Customer C3247,Bronze,34,2025-01-01
C8088,Customer C8088,Silver,27,2025-01-01
C1078,Customer C1078,Bronze,35,2025-01-01
C9080,Customer C9080,Silver,39,2025-01-01
C4926,Customer C4926,Gold,36,2025-01-01
C7230,Customer C7230,Silver,70,2025-01-01
C5940,Customer C5940,Bronze,18,2025-01-01
C4271,Customer C4271,Gold,41,2025-01-01
C4456,Customer C4456,Bronze,53,2025-01-01
C8788,Customer C8788,Silver,42,2025-01-01
C9599,Customer C9599,Silver,53,2025-01-01
C8650,Customer C8650,Bronze,48,2025-01-01
C2668,Customer C2668,Bronze,48,2025-01-01
C1147,Customer C1147,Bronze,19,2025-01-01
C1365,Customer C1365,Bronze,36,2025-01-01
C5531,Customer C5531,Silver,70,2025-01-01
C6330,Customer C6330,Bronze,29,2025-01-01
C6510,Customer C6510,Bronze,27,2025-01-01
C9964,Customer C9964,Bronze,48,2025-01-01
C6439,Customer C6439,Bronze,62,2025-01-01
C7511,Customer C7511,Bronze,39,2025-01-01
C8504,Customer C8504,Silver,40,2025-01-01
C2246,Customer C2246,Bronze,69,2025-01-01
C4839,Customer C4839,Silver,40,2025-01-01
C9551,Customer C9551,Bronze,32,2025-01-01
C3376,Customer C3376,Bronze,43,2025-01-01
C2827,Customer C2827,Silver,20,2025-01-01
C7979,Customer C7979,Bronze,40,2025-01-01
C9569,Customer C9569,Bronze,37,2025-01-01
C5285,Customer C5285,Bronze,62,2025-01-01
C9561,Customer C9561,Bronze,57,2025-01-01
C3196,Customer C3196,Bronze,74,2025-01-01
C9843,Customer C9843,Bronze,73,2025-01-01
C6978,Customer C6978,Bronze,25,2025-01-01
C6607,Customer C6607,Bronze,35,2025-01-01
C1780,Customer C1780,Bronze,58,2025-01-01
C4983,Customer C4983,Bronze,23,2025-01-01
C9714,Customer C9714,Bronze,44,2025-01-01
C1521,Customer C1521,Gold,53,2025-01-01
C6784,Customer C6784,Silver,54,2025-01-01
C5583,Customer C5583,Bronze,22,2025-01-01
C6946,Customer C6946,Gold,56,2025-01-01
C7267,Customer C7267,Gold,24,2025-01-01
C8128,Customer C8128,Silver,58,2025-01-01
C3461,Customer C3461,Bronze,37,2025-01-01
C1685,Customer C1685,Silver,27,2025-01-01
C3160,Customer C3160,Bronze,43,2025-01-01
C8031,Customer C8031,Bronze,21,2025-01-01
C6341,Customer C6341,Silver,55,2025-01-01
C5875,Customer C5875,Gold,41,2025-01-01
C8697,Customer C8697,Bronze,31,2025-01-01
C8165,Customer C8165,Bronze,58,2025-01-01
C8527,Customer C8527,Silver,18,2025-01-01
C7381,Customer C7381,Silver,34,2025-01-01
C1646,Customer C1646,Silver,62,2025-01-01
C9789,Customer C9789,Silver,41,2025-01-01
C8003,Customer C8003,Bronze,44,2025-01-01
C4537,Customer C4537,Gold,24,2025-01-01
C5558,Customer C5558,Bronze,26,2025-01-01
C7579,Customer C7579,Bronze,60,2025-01-01
C9474,Customer C9474,Bronze,52,2025-01-01
C5082,Customer C5082,Bronze,29,2025-01-01
C5183,Customer C5183,Bronze,38,2025-01-01
C9652,Customer C9652,Silver,20,2025-01-01
C4754,Customer C4754,Bronze,32,2025-01-01
C2724,Customer C2724,Bronze,38,2025-01-01
C2376,Customer C2376,Silver,27,2025-01-01
C9706,Customer C9706,Bronze,50,2025-01-01
C9894,Customer C9894,Bronze,63,2025-01-01
C2653,Customer C2653,Bronze,69,2025-01-01
C3066,Customer C3066,Gold,23,2025-01-01
C1022,Customer C1022,Bronze,19,2025-01-01
C3460,Customer C3460,Bronze,46,2025-01-01
C6926,Customer C6926,Bronze,72,2025-01-01
C7251,Customer C7251,Bronze,57,2025-01-01
C8295,Customer C8295,Bronze,50,2025-01-01
